"","pbdb_taxon_name","pbdb_taxon_authority","pbdb_accepted_name","pbdb_accepted_rank","pbdb_accepted_authority","pbdb_accepted_author_name_format","pbdb_accepted_author_year","pbdb_accepted_authority_parentheses"
"229","Megamphicyon_giganteus","Kuss 1965","Megamphicyon_giganteus","species","Kuss 1965","KUSS","1965","no"
"230","Namibiocyon","Morales and Pickford 2022","Namibiocyon","genus","Morales and Pickford 2022","MORALES_PICKFORD","2022","no"
"231","Namibiocyon_ginsburgi","(Morales et al. 1998)","Namibiocyon_ginsburgi","species","(Morales et al. 1998)","MORALES_ET-AL","1998","yes"
"232","Haplocyoninae","","Haplocyoninae","subfamily","","",NA,"no"
"233","Sarcocyon","Ginsburg 1966","Sarcocyon","genus","Ginsburg 1966","GINSBURG","1966","no"
"234","Haplocyon","Schlosser 1901","Haplocyon","genus","Schlosser 1901","SCHLOSSER","1901","no"
"235","Haplocyon_crucians","(Filhol 1879)","Haplocyon_crucians","species","(Filhol 1879)","FILHOL","1879","yes"
"236","Haplocyon_elegans","de Bonis 1966","Haplocyon_elegans","species","de Bonis 1966","DE-BONIS","1966","no"
"237","Haplocyon_dombrowski","Helbing 1928","Haplocyon_dombrowski","species","Helbing 1928","HELBING","1928","no"
"238","Haplocyonoides","HÃ¼rzeler 1940","Haplocyonoides","genus","HÃ¼rzeler 1940","HA-1/4RZELER","1940","no"
"239","Haplocyonoides_mordax","HÃ¼rzeler 1940","Haplocyonoides_mordax","species","HÃ¼rzeler 1940","HA-1/4RZELER","1940","no"
"240","Haplocyonopsis","de Bonis 1973","Haplocyonopsis","genus","de Bonis 1973","DE-BONIS","1973","no"
"241","Aktaucyonini","Kordikova et al. 2000","Aktaucyonini","tribe","Kordikova et al. 2000","KORDIKOVA_ET-AL","2000","no"
"242","Aktaucyon","Kordikova et al. 2000","Aktaucyon","genus","Kordikova et al. 2000","KORDIKOVA_ET-AL","2000","no"
"243","Aktaucyon_brachifacialis","Kordikova et al. 2000","Aktaucyon_brachifacialis","species","Kordikova et al. 2000","KORDIKOVA_ET-AL","2000","no"
"244","Gobicyon","Colbert 1839","Gobicyon","genus","Colbert 1839","COLBERT","1839","no"
"245","Gobicyon_zhegalloi","Gabunia 1981","Gobicyon_zhegalloi","species","Gabunia 1981","GABUNIA","1981","no"
"246","Gobicyon_acutus","Jiangzuo et al. 2021","Gobicyon_acutus","species","Jiangzuo et al. 2021","JIANGZUO_ET-AL","2021","no"
"247","Gobicyon_yei","Jiangzuo et al. 2021","Gobicyon_yei","species","Jiangzuo et al. 2021","JIANGZUO_ET-AL","2021","no"
"248","Gobicyon_macrognathus","Colbert 1939","Gobicyon_macrognathus","species","Colbert 1939","COLBERT","1939","no"
"249","Canoidea","(Simpson 1931)","Canoidea","infraorder","(Simpson 1931)","SIMPSON","1931","yes"
"250","Arctoidea","(Flower 1869)","Arctoidea","superfamily","(Flower 1869)","FLOWER","1869","yes"
"251","Mustelida","Tedford 1976","Mustelida","unranked clade","Tedford 1976","TEDFORD","1976","no"
"252","Peignictis","de Bonis et al. 2019","Peignictis","genus","de Bonis et al. 2019","DE-BONIS_ET-AL","2019","no"
"253","Peignictis_pseudamphictis","de Bonis et al. 2019","Peignictis_pseudamphictis","species","de Bonis et al. 2019","DE-BONIS_ET-AL","2019","no"
"254","Chaprongictis","PeignÃ© et al. 2006","Chaprongictis","genus","PeignÃ© et al. 2006","PEIGNA(C)_ET-AL","2006","no"
"255","Chaprongictis_phetchaburiensis","PeignÃ© et al. 2006","Chaprongictis_phetchaburiensis","species","PeignÃ© et al. 2006","PEIGNA(C)_ET-AL","2006","no"
"256","Ailuridae","(Bonaparte 1850)","Ailuridae","family","(Bonaparte 1850)","BONAPARTE","1850","yes"
"257","Simocyon","Wagner 1858","Simocyon","genus","Wagner 1858","WAGNER","1858","no"
"258","Simocyon_primigenius","Wagner 1858","Simocyon_primigenius","species","Wagner 1858","WAGNER","1858","no"
"259","Pliocyon_marshi","(Thorpe 1921)","Simocyon_primigenius","species","Wagner 1858","WAGNER","1858","no"
"260","Araeocyon","Thorpe 1922","Simocyon","genus","Wagner 1858","WAGNER","1858","no"
"261","Pliocyon","Thorpe 1921","Simocyon","genus","Wagner 1858","WAGNER","1858","no"
"262","Simocyon_batalleri","(Viret 1929)","Simocyon_batalleri","species","(Viret 1929)","VIRET","1929","yes"
"263","Simocyon_diaphorus","Kaup 1832","Simocyon_diaphorus","species","Kaup 1832","KAUP","1832","no"
"264","Protursus","Crusafont and KurtÃ©n 1976","Protursus","genus","Crusafont and KurtÃ©n 1976","CRUSAFONT_KURTA(C)N","1976","no"
"265","Protursus_simpsoni","Crusafont and KurtÃ©n 1976","Protursus_simpsoni","species","Crusafont and KurtÃ©n 1976","CRUSAFONT_KURTA(C)N","1976","no"
"266","Ailurinae","","Ailurinae","subfamily","","",NA,"no"
"267","Ailurini","Wallace and Lyon 2022","Ailurini","tribe","Wallace and Lyon 2022","WALLACE_LYON","2022","no"
"268","Ailurus","Cuvier 1825","Ailurus","genus","Cuvier 1825","CUVIER","1825","no"
"269","Ailurus_styani","(Thomas 1902)","Ailurus_styani","species","(Thomas 1902)","THOMAS","1902","yes"
"270","Ailurus_fulgens","Cuvier 1825","Ailurus_fulgens","species","Cuvier 1825","CUVIER","1825","no"
"271","Magerictis","Ginsburg et al. 1997","Magerictis","genus","Ginsburg et al. 1997","GINSBURG_ET-AL","1997","no"
"272","Magerictis_imperialensis","Ginsburg et al. 1997","Magerictis_imperialensis","species","Ginsburg et al. 1997","GINSBURG_ET-AL","1997","no"
"273","Pristinailurini","Wallace and Lyon 2022","Pristinailurini","tribe","Wallace and Lyon 2022","WALLACE_LYON","2022","no"
"274","Pristinailurus","Wallace and Wang 2004","Pristinailurus","genus","Wallace and Wang 2004","WALLACE_WANG","2004","no"
"275","Pristinailurus_bristoli","Wallace and Wang 2004","Pristinailurus_bristoli","species","Wallace and Wang 2004","WALLACE_WANG","2004","no"
"276","Parailurus","Schlosser 1899","Parailurus","genus","Schlosser 1899","SCHLOSSER","1899","no"
"277","Parailurus_hungaricus","Kormos 1935","Parailurus_hungaricus","species","Kormos 1935","KORMOS","1935","no"
"278","Parailurus_tedfordi","Wallace and Lyon 2022","Parailurus_tedfordi","species","Wallace and Lyon 2022","WALLACE_LYON","2022","no"
"279","Parailurus_anglicus","(Dawkins 1888)","Parailurus_anglicus","species","(Dawkins 1888)","DAWKINS","1888","yes"
"280","Parailurus_baikalicus","Sotnikova 2008","Parailurus_baikalicus","species","Sotnikova 2008","SOTNIKOVA","2008","no"
"281","Amphictis","Pomel 1853","Amphictis","genus","Pomel 1853","POMEL","1853","no"
"282","Amphictis_borbonica","Viret 1929","Amphictis_borbonica","species","Viret 1929","VIRET","1929","no"
"283","Amphictis_aginensis","(de Bonis 1973)","Amphictis_aginensis","species","(de Bonis 1973)","DE-BONIS","1973","yes"
"284","Amphictis_antiqua","(de Blainville 1842)","Amphictis_antiqua","species","(de Blainville 1842)","DE-BLAINVILLE","1842","yes"
"285","Amphictis_timucua","Baskin 2017","Amphictis_timucua","species","Baskin 2017","BASKIN","2017","no"
"286","Amphictis_cuspida","Nagel 2003","Amphictis_cuspida","species","Nagel 2003","NAGEL","2003","no"
"287","Amphictis_ambigua","Gervais 1872","Amphictis_ambigua","species","Gervais 1872","GERVAIS","1872","no"
"288","Amphictis_prolongata","Morlo 1996","Amphictis_prolongata","species","Morlo 1996","MORLO","1996","no"
"289","Amphictis_milloquensis","Helbing 1928","Amphictis_milloquensis","species","Helbing 1928","HELBING","1928","no"
"290","Amphictis_wintershofensis","Roth 1994","Amphictis_wintershofensis","species","Roth 1994","ROTH","1994","no"
"291","Amphictis_schlosseri","Heizmann and Morlo 1994","Amphictis_schlosseri","species","Heizmann and Morlo 1994","HEIZMANN_MORLO","1994","no"
"292","Simocyoninae","","Simocyoninae","subfamily","","",NA,"no"
"293","Actiocyon","Stock 1947","Actiocyon","genus","Stock 1947","STOCK","1947","no"
"294","Actiocyon_parverratis","Smith et al. 2016","Actiocyon_parverratis","species","Smith et al. 2016","SMITH_ET-AL","2016","no"
"295","Alopecocyon","Camp and Vanderhoof 1940","Alopecocyon","genus","Camp and Vanderhoof 1940","CAMP_VANDERHOOF","1940","no"
"296","Alopecocyon_goeriachensis","(Toula 1884)","Alopecocyon_goeriachensis","species","(Toula 1884)","TOULA","1884","yes"
"297","Alopecocyon_leardi","(Stock 1947)","Alopecocyon_leardi","species","(Stock 1947)","STOCK","1947","yes"
"298","Mephitidae","Bonaparte 1845","Mephitidae","family","Bonaparte 1845","BONAPARTE","1845","no"
"299","Brachyprotoma","Brown 1908","Brachyprotoma","genus","Brown 1908","BROWN","1908","no"
"300","Brachyprotoma_obtusata","(Cope 1899)","Brachyprotoma_obtusata","species","(Cope 1899)","COPE","1899","yes"
"301","Brachyprotoma_pristina","Brown 1908","Brachyprotoma_obtusata","species","(Cope 1899)","COPE","1899","yes"
"302","Brachyprotoma_brevimala","Heaton 1985","Brachyprotoma_obtusata","species","(Cope 1899)","COPE","1899","yes"
"303","Brachyprotoma_spelaea","Brown 1908","Brachyprotoma_obtusata","species","(Cope 1899)","COPE","1899","yes"
"304","Brachyprotoma_putorius","Hay 1923","Brachyprotoma_obtusata","species","(Cope 1899)","COPE","1899","yes"
"305","Martinogale","Hall 1930","Martinogale","genus","Hall 1930","HALL","1930","no"
"306","Martinogale_chisoensis","(Stevens and Stevens 2003)","Martinogale_chisoensis","species","(Stevens and Stevens 2003)","STEVENS_STEVENS","2003","yes"
"307","Martinogale_nambiana","Cope 1874","Martinogale_nambiana","species","Cope 1874","COPE","1874","no"
"308","Martinogale_faulli","Wang et al. 2005","Martinogale_faulli","species","Wang et al. 2005","WANG_ET-AL","2005","no"
"309","Martinogale_alveodens","Hall 1930","Martinogale_alveodens","species","Hall 1930","HALL","1930","no"
"310","Miomephitis","Dehm 1950","Miomephitis","genus","Dehm 1950","DEHM","1950","no"
"311","Miomephitis_pilgrimi","Dehm 1950","Miomephitis_pilgrimi","species","Dehm 1950","DEHM","1950","no"
"312","Mephitis","Cuvier 1800","Mephitis","genus","Cuvier 1800","CUVIER","1800","no"
"313","Mephitis_macroura","Lichtenstein 1832","Mephitis_macroura","species","Lichtenstein 1832","LICHTENSTEIN","1832","no"
"314","Chincha","Lesson 1842","Mephitis","genus","Cuvier 1800","CUVIER","1800","no"
"315","Mephitis_orthrostica","Cope 1896","Mephitis_orthrostica","species","Cope 1896","COPE","1896","no"
"316","Mephitis_rexroadensis","Hibbard 1952","Mephitis_rexroadensis","species","Hibbard 1952","HIBBARD","1952","no"
"317","Mephitis_mephitis","(Schreber 1776)","Mephitis_mephitis","species","(Schreber 1776)","SCHREBER","1776","yes"
"318","Mephitis_mesomelas","Lichtenstein 1832","Mephitis_mephitis","species","(Schreber 1776)","SCHREBER","1776","yes"
"319","Viverra_nigra","(Peale and Palisot de Beauvois 1786)","Mephitis_mephitis","species","(Schreber 1776)","SCHREBER","1776","yes"
"320","Mephitis_putida","(Cuvier 1798)","Mephitis_mephitis","species","(Schreber 1776)","SCHREBER","1776","yes"
"321","Mephitis_occidentalis","Baird 1858","Mephitis_mephitis","species","(Schreber 1776)","SCHREBER","1776","yes"
"322","Viverra_mephitica","(Shaw 1792)","Mephitis_mephitis","species","(Schreber 1776)","SCHREBER","1776","yes"
"323","Mephitis_frontata","Coues 1875","Mephitis_mephitis","species","(Schreber 1776)","SCHREBER","1776","yes"
"324","Palaeomephitis","Jager 1839","Palaeomephitis","genus","Jager 1839","JAGER","1839","no"
"325","Palaeomephitis_steinheimensis","Jager 1839","Palaeomephitis_steinheimensis","species","Jager 1839","JAGER","1839","no"
"326","Conepatus","Gray 1837","Conepatus","genus","Gray 1837","GRAY","1837","no"
"327","Conepatus_humboldtii","Gray 1837","Conepatus_humboldtii","species","Gray 1837","GRAY","1837","no"
"328","Conepatus_altiramus","Reig 1952","Conepatus_altiramus","species","Reig 1952","REIG","1952","no"
"329","Conepatus_talarae","Churcher and Van Zyll de Jong 1965","Conepatus_talarae","species","Churcher and Van Zyll de Jong 1965","CHURCHER_VAN-ZYLL-DE-JONG","1965","no"
"330","Thiosmus","Lichtenstein 1838","Conepatus","genus","Gray 1837","GRAY","1837","no"
"331","Conepatus_suffocans","(Illiger 1811)","Conepatus_suffocans","species","(Illiger 1811)","ILLIGER","1811","yes"
"332","Conepatus_cordubensis","(Ameghino 1889)","Conepatus_cordubensis","species","(Ameghino 1889)","AMEGHINO","1889","yes"
"333","Conepatus_chinga","Molina 1782","Conepatus_chinga","species","Molina 1782","MOLINA","1782","no"
"334","Conepatus_semistriatus","(Boddaert 1785)","Conepatus_semistriatus","species","(Boddaert 1785)","BODDAERT","1785","yes"
"335","Conepatus_sanmiguelensis","Wang and Carranza-Castaneda 2008","Conepatus_sanmiguelensis","species","Wang and Carranza-Castaneda 2008","WANG_CARRANZA-CASTANEDA","2008","no"
"336","Conepatus_primaevus","(Burmeister 1864)","Conepatus_primaevus","species","(Burmeister 1864)","BURMEISTER","1864","yes"
"337","Conepatus_mercedensis","Ameghino 1875","Conepatus_mercedensis","species","Ameghino 1875","AMEGHINO","1875","no"
"338","Conepatus_leuconotus","(Lichtenstein 1832)","Conepatus_leuconotus","species","(Lichtenstein 1832)","LICHTENSTEIN","1832","yes"
"339","Mephitis_mesoleucus","(Lichtenstein 1832)","Conepatus_leuconotus","species","(Lichtenstein 1832)","LICHTENSTEIN","1832","yes"
"340","Conepatus_robustus","Martin 1978","Conepatus_robustus","species","Martin 1978","MARTIN","1978","no"
"341","Mephitinae","(Bonaparte 1845)","Mephitinae","subfamily","(Bonaparte 1845)","BONAPARTE","1845","yes"
"342","Pliogale","Hall 1930","Pliogale","genus","Hall 1930","HALL","1930","no"
"343","Pliogale_manka","Green 1956","Pliogale_manka","species","Green 1956","GREEN","1956","no"
"344","Pliogale_furlongi","(Merriam 1911)","Pliogale_furlongi","species","(Merriam 1911)","MERRIAM","1911","yes"
"345","Brachyopsigale","Hibbard 1954","Brachyopsigale","genus","Hibbard 1954","HIBBARD","1954","no"
"346","Brachyopsigale_dubius","Hibbard 1954","Brachyopsigale_dubius","species","Hibbard 1954","HIBBARD","1954","no"
"347","Promephitis","Gaudry 1861","Promephitis","genus","Gaudry 1861","GAUDRY","1861","no"
"348","Promephitis_majori","Pilgrim 1933","Promephitis_majori","species","Pilgrim 1933","PILGRIM","1933","no"
"349","Promephitis_alexejewi","Schlosser 1924","Promephitis_alexejewi","species","Schlosser 1924","SCHLOSSER","1924","no"
"350","Promephitis_maeotica","Alexejew 1916","Promephitis_maeotica","species","Alexejew 1916","ALEXEJEW","1916","no"
"351","Promephitis_larteti","Gaudry 1861","Promephitis_larteti","species","Gaudry 1861","GAUDRY","1861","no"
"352","Promephitis_brevirostris","Meladze 1967","Promephitis_brevirostris","species","Meladze 1967","MELADZE","1967","no"
"353","Promephitis_parvus","Wang and Qiu 2004","Promephitis_parvus","species","Wang and Qiu 2004","WANG_QIU","2004","no"
"354","Promephitis_qinensis","Wang and Qiu 2004","Promephitis_qinensis","species","Wang and Qiu 2004","WANG_QIU","2004","no"
"355","Promephitis_maxima","He and Huang 1991","Promephitis_maxima","species","He and Huang 1991","HE_HUANG","1991","no"
"356","Promephitis_malustenensis","Simionescu 1930","Promephitis_malustenensis","species","Simionescu 1930","SIMIONESCU","1930","no"
"357","Promephitis_pristinidens","Petter 1963","Promephitis_pristinidens","species","Petter 1963","PETTER","1963","no"
"358","Promephitis_hootoni","Senyurek 1954","Promephitis_hootoni","species","Senyurek 1954","SENYUREK","1954","no"
"359","Spilogale","Gray 1865","Spilogale","genus","Gray 1865","GRAY","1865","no"
"360","Spilogale_gracilis","Merriam 1890","Spilogale_gracilis","species","Merriam 1890","MERRIAM","1890","no"
"361","Spilogale_angustifrons","Howell 1902","Spilogale_angustifrons","species","Howell 1902","HOWELL","1902","no"
"362","Spilogale_putorius","(Linnaeus 1758)","Spilogale_putorius","species","(Linnaeus 1758)","LINNAEUS","1758","yes"
"363","Spilogale_ambarvalis","Bangs 1898","Spilogale_putorius","species","(Linnaeus 1758)","LINNAEUS","1758","yes"
"364","Spilogale_indianola","Merriam 1890","Spilogale_putorius","species","(Linnaeus 1758)","LINNAEUS","1758","yes"
"365","Spilogale_marylandensis","Gidley and Gazin 1933","Spilogale_putorius","species","(Linnaeus 1758)","LINNAEUS","1758","yes"
"366","Galera_perdicida","","Spilogale_putorius","species","(Linnaeus 1758)","LINNAEUS","1758","yes"
"367","Spilogale_pedroensis","Gazin 1942","Spilogale_putorius","species","(Linnaeus 1758)","LINNAEUS","1758","yes"
"368","Mephitis_quaterlinearis","Winans 1859","Spilogale_putorius","species","(Linnaeus 1758)","LINNAEUS","1758","yes"
"369","Spilogale_pygmaea","Thomas 1898","Spilogale_pygmaea","species","Thomas 1898","THOMAS","1898","no"
"370","Spilogale_yucatanensis","Burt 1938","Spilogale_yucatanensis","species","Burt 1938","BURT","1938","no"
"371","Spilogale_rexroadi","Hibbard 1941","Spilogale_rexroadi","species","Hibbard 1941","HIBBARD","1941","no"
"372","Spilogale_microdens","Dalquest 1978","Spilogale_microdens","species","Dalquest 1978","DALQUEST","1978","no"
"373","Spilogale_interrupta","(Rafinesque 1820)","Spilogale_interrupta","species","(Rafinesque 1820)","RAFINESQUE","1820","yes"
"374","Spilogale_leucoparia","Merriam 1890","Spilogale_leucoparia","species","Merriam 1890","MERRIAM","1890","no"
"375","Osmotherium","Cope 1896","Osmotherium","genus","Cope 1896","COPE","1896","no"
"376","Osmotherium_spelaeum","Cope 1896","Osmotherium_spelaeum","species","Cope 1896","COPE","1896","no"
"377","Pelycictis_lobulatus","Cope 1896","Osmotherium_spelaeum","species","Cope 1896","COPE","1896","no"
"378","Mephitis_leptops","(Cope 1899)","Osmotherium_spelaeum","species","Cope 1896","COPE","1896","no"
"379","Mephitis_fodiens","Hall 1936","Osmotherium_spelaeum","species","Cope 1896","COPE","1896","no"
"380","Mephitis_fossidens","(Cope 1896)","Osmotherium_spelaeum","species","Cope 1896","COPE","1896","no"
"381","Mephitis_orthostichus","Cope 1896","Osmotherium_spelaeum","species","Cope 1896","COPE","1896","no"
"382","Buisnictis","Hibbard 1950","Buisnictis","genus","Hibbard 1950","HIBBARD","1950","no"
"383","Buisnictis_breviramus","(Hibbard 1941)","Buisnictis_breviramus","species","(Hibbard 1941)","HIBBARD","1941","yes"
"384","Buisnictis_meadensis","Hibbard 1950","Buisnictis_breviramus","species","(Hibbard 1941)","HIBBARD","1941","yes"
"385","Buisnictis_burrowsi","Skinner and Hibbard 1972","Buisnictis_burrowsi","species","Skinner and Hibbard 1972","SKINNER_HIBBARD","1972","no"
"386","Buisnictis_schoffi","Hibbard 1954","Buisnictis_schoffi","species","Hibbard 1954","HIBBARD","1954","no"
"387","Buisnictis_metabatos","Wang et al. 2014","Buisnictis_metabatos","species","Wang et al. 2014","WANG_ET-AL","2014","no"
"388","Mydaus","Cuvier 1821","Mydaus","genus","Cuvier 1821","CUVIER","1821","no"
"389","Mydaus_marchei","Huet 1887","Mydaus_marchei","species","Huet 1887","HUET","1887","no"
"390","Mydaus_javanensis","(Desmarest 1820)","Mydaus_javanensis","species","(Desmarest 1820)","DESMAREST","1820","yes"
"391","Procyonidae","Gray 1825","Procyonidae","family","Gray 1825","GRAY","1825","no"
"392","Procyonina","Gray 1825","Procyonina","tribe","Gray 1825","GRAY","1825","no"
"393","Tetraprothomo","Ameghino 1908","Tetraprothomo","genus","Ameghino 1908","AMEGHINO","1908","no"
"394","Tetraprothomo_argentinus","Ameghino 1908","Tetraprothomo_argentinus","species","Ameghino 1908","AMEGHINO","1908","no"
"395","Broiliana","Dehm 1950","Broiliana","genus","Dehm 1950","DEHM","1950","no"
"396","Broiliana_nobilis","Dehm 1950","Broiliana_nobilis","species","Dehm 1950","DEHM","1950","no"
"397","Broiliana_dehmi","Beaumont and Mein 1973","Broiliana_dehmi","species","Beaumont and Mein 1973","BEAUMONT_MEIN","1973","no"
"398","Sivanasua","Pilgrim 1931","Sivanasua","genus","Pilgrim 1931","PILGRIM","1931","no"
"399","Ailuravus","Schlosser 1916","Sivanasua","genus","Pilgrim 1931","PILGRIM","1931","no"
"400","Sivanasua_viverroides","(Schlosser 1916)","Sivanasua_viverroides","species","(Schlosser 1916)","SCHLOSSER","1916","yes"
"401","Pachynasua","Ameghino 1904","Pachynasua","genus","Ameghino 1904","AMEGHINO","1904","no"
"402","Pachynasua_clausa","Ameghino 1904","Pachynasua_clausa","species","Ameghino 1904","AMEGHINO","1904","no"
