"pbdb_flags","pbdb_taxon_no","pbdb_taxon_rank","pbdb_taxon_name","pbdb_taxon_attr","pbdb_difference","pbdb_accepted_no","pbdb_accepted_rank","pbdb_accepted_name","pbdb_parent_name","pbdb_immpar_name","pbdb_phylum","pbdb_class","pbdb_order","pbdb_family","pbdb_genus","pbdb_taxon_author_parentheses","pbdb_taxon_author_name","pbdb_taxon_author_year","pbdb_accepted_author_parentheses","pbdb_accepted_author_name","pbdb_accepted_author_year","pbdb_alternative_synonym","pbdb_genus_difference"
NA,318374,"species","Notoamphicyon_paranensis","Ameghino 1904",NA,318374,"species","Notoamphicyon_paranensis","Notoamphicyon",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Notoamphicyon",FALSE,"Ameghino","1904",FALSE,"Ameghino","1904","Notoamphicyon_paranensis",FALSE
NA,471969,"species","Pseudocyonopsis_quercensis","Ginsburg 1965",NA,471969,"species","Pseudocyonopsis_quercensis","Pseudocyonopsis",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Pseudocyonopsis",FALSE,"Ginsburg","1965",FALSE,"Ginsburg","1965","Pseudocyonopsis_quercensis",FALSE
NA,470351,"species","Pseudocyonopsis_ambiguus","Ginsburg 1965",NA,470351,"species","Pseudocyonopsis_ambiguus","Pseudocyonopsis",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Pseudocyonopsis",FALSE,"Ginsburg","1965",FALSE,"Ginsburg","1965","Pseudocyonopsis_ambiguus",FALSE
NA,471968,"species","Pseudocyonopsis_antiquus","Ginsburg 1966",NA,471968,"species","Pseudocyonopsis_antiquus","Pseudocyonopsis",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Pseudocyonopsis",FALSE,"Ginsburg","1966",FALSE,"Ginsburg","1966","Pseudocyonopsis_antiquus",FALSE
NA,470250,"species","Pseudocyonopsis_landesquei","Helbing 1928",NA,470250,"species","Pseudocyonopsis_landesquei","Pseudocyonopsis",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Pseudocyonopsis",FALSE,"Helbing","1928",FALSE,"Helbing","1928","Pseudocyonopsis_landesquei",FALSE
"V",48477,"species","Miacis_australis","(Gustafson 1986)","recombined as",48477,"species","Angelarctocyon_australis","Angelarctocyon",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Angelarctocyon",TRUE,"Gustafson","1986",TRUE,"Gustafson","1986","Angelarctocyon_australis",FALSE
NA,351935,"species","Angelarctocyon_australis","(Gustafson 1986)",NA,48477,"species","Angelarctocyon_australis","Angelarctocyon",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Angelarctocyon",TRUE,"Gustafson","1986",TRUE,"Gustafson","1986","Angelarctocyon_australis",FALSE
"V",45772,"species","Dinocyon_gidleyi","(Matthew 1902)","recombined as",45772,"species","Ischyrocyon_gidleyi","Ischyrocyon",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Ischyrocyon",TRUE,"Matthew","1902",TRUE,"Matthew","1902","Ischyrocyon_gidleyi",FALSE
NA,47372,"species","Ischyrocyon_gidleyi","(Matthew 1902)",NA,45772,"species","Ischyrocyon_gidleyi","Ischyrocyon",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Ischyrocyon",TRUE,"Matthew","1902",TRUE,"Matthew","1902","Ischyrocyon_gidleyi",FALSE
"V",50511,"species","Pliocyon_gidleyi","(Matthew 1902)","recombined as",45772,"species","Ischyrocyon_gidleyi","Ischyrocyon",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Ischyrocyon",TRUE,"Matthew","1902",TRUE,"Matthew","1902","Ischyrocyon_gidleyi",FALSE
"V",104769,"species","Dinocyon_(Borophagus)_gidleyi","(Matthew 1902)","recombined as",45772,"species","Ischyrocyon_gidleyi","Ischyrocyon",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Ischyrocyon",TRUE,"Matthew","1902",TRUE,"Matthew","1902","Ischyrocyon_gidleyi",FALSE
NA,47373,"species","Ischyrocyon_hyaenodus","Matthew and Gidley 1904","subjective synonym of",45772,"species","Ischyrocyon_gidleyi","Ischyrocyon",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Ischyrocyon",FALSE,"Matthew_Gidley","1904",TRUE,"Matthew","1902","Ischyrocyon_gidleyi",FALSE
NA,50517,"species","Pliocyon_walkerae","Johnston and Christian 1941","subjective synonym of",45772,"species","Ischyrocyon_gidleyi","Ischyrocyon",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Ischyrocyon",FALSE,"Johnston_Christian","1941",TRUE,"Matthew","1902","Ischyrocyon_gidleyi",FALSE
NA,46759,"species","Hadrocyon_mohavensis","(Stock and Furlong 1926)","subjective synonym of",45772,"species","Ischyrocyon_gidleyi","Ischyrocyon",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Ischyrocyon",TRUE,"Stock_Furlong","1926",TRUE,"Matthew","1902","Ischyrocyon_gidleyi",FALSE
"V",47374,"species","Ischyrocyon_mohavensis","(Stock and Furlong 1926)","subjective synonym of",45772,"species","Ischyrocyon_gidleyi","Ischyrocyon",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Ischyrocyon",TRUE,"Stock_Furlong","1926",TRUE,"Matthew","1902","Ischyrocyon_gidleyi",FALSE
"V",272020,"species","Agnotherium_kiptalami","(Morales and Pickford 2005)","recombined as",272020,"species","Myacyon_kiptalami","Myacyon",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Myacyon",TRUE,"Morales_Pickford","2005",TRUE,"Morales_Pickford","2005","Myacyon_kiptalami",FALSE
NA,379168,"species","Myacyon_kiptalami","(Morales and Pickford 2005)",NA,272020,"species","Myacyon_kiptalami","Myacyon",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Myacyon",TRUE,"Morales_Pickford","2005",TRUE,"Morales_Pickford","2005","Myacyon_kiptalami",FALSE
NA,498496,"species","Myacyon_peignei","Werdelin 2019",NA,498496,"species","Myacyon_peignei","Myacyon",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Myacyon",FALSE,"Werdelin","2019",FALSE,"Werdelin","2019","Myacyon_peignei",FALSE
NA,470363,"species","Pseudarctos_bavaricus","Schlosser 1899",NA,470363,"species","Pseudarctos_bavaricus","Pseudarctos",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Pseudarctos",FALSE,"Schlosser","1899",FALSE,"Schlosser","1899","Pseudarctos_bavaricus",FALSE
NA,470364,"species","Ictiocyon_socialis","Dehm 1950",NA,470364,"species","Ictiocyon_socialis","Ictiocyon",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Ictiocyon",FALSE,"Dehm","1950",FALSE,"Dehm","1950","Ictiocyon_socialis",FALSE
"V",472013,"species","Amphicyon_schlosseri","(Dehm 1950)","recombined as",472013,"species","Dehmicyon_schlosseri","Dehmicyon",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Dehmicyon",TRUE,"Dehm","1950",TRUE,"Dehm","1950","Dehmicyon_schlosseri",FALSE
NA,472014,"species","Dehmicyon_schlosseri","(Dehm 1950)",NA,472013,"species","Dehmicyon_schlosseri","Dehmicyon",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Dehmicyon",TRUE,"Dehm","1950",TRUE,"Dehm","1950","Dehmicyon_schlosseri",FALSE
"V",470362,"species","Cynelos_bohemicus","(Schlosser 1899)","recombined as",470362,"species","Paludocyon_bohemicus","Paludocyon",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Paludocyon",TRUE,"Schlosser","1899",TRUE,"Schlosser","1899","Paludocyon_bohemicus",FALSE
NA,472017,"species","Paludocyon_bohemicus","(Schlosser 1899)",NA,470362,"species","Paludocyon_bohemicus","Paludocyon",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Paludocyon",TRUE,"Schlosser","1899",TRUE,"Schlosser","1899","Paludocyon_bohemicus",FALSE
"V",43992,"species","Amphicyon_idoneus","(Matthew 1924)","recombined as",43992,"species","Cynelos_idoneus","Cynelos",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Cynelos",TRUE,"Matthew","1924",TRUE,"Matthew","1924","Cynelos_idoneus",FALSE
NA,45451,"species","Cynelos_idoneus","(Matthew 1924)",NA,43992,"species","Cynelos_idoneus","Cynelos",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Cynelos",TRUE,"Matthew","1924",TRUE,"Matthew","1924","Cynelos_idoneus",FALSE
NA,97055,"species","Cynelos_euryodon","Savage 1965",NA,97055,"species","Cynelos_euryodon","Cynelos",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Cynelos",FALSE,"Savage","1965",FALSE,"Savage","1965","Cynelos_euryodon",FALSE
NA,470359,"species","Cynelos_helbingi","Dehm 1950",NA,470359,"species","Cynelos_helbingi","Cynelos",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Cynelos",FALSE,"Dehm","1950",FALSE,"Dehm","1950","Cynelos_helbingi",FALSE
NA,97054,"species","Cynelos_lemanensis","(Pomel 1846)",NA,97844,"species","Cynelos_lemanensis","Cynelos",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Cynelos",TRUE,"Pomel","1846",TRUE,"Pomel","1846","Cynelos_lemanensis",FALSE
"V",97844,"species","Amphicyon_lemanensis","(Pomel 1846)","recombined as",97844,"species","Cynelos_lemanensis","Cynelos",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Cynelos",TRUE,"Pomel","1846",TRUE,"Pomel","1846","Cynelos_lemanensis",FALSE
NA,470360,"species","Cynelos_piveteaui","Ginsburg 1965",NA,470360,"species","Cynelos_piveteaui","Cynelos",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Cynelos",FALSE,"Ginsburg","1965",FALSE,"Ginsburg","1965","Cynelos_piveteaui",FALSE
NA,272079,"species","Hecubides_euryodon","Savage 1965",NA,272079,"species","Hecubides_euryodon","Cynelos","Hecubides","Chordata","Mammalia","Carnivora","Amphicyonidae","Cynelos",FALSE,"Savage","1965",FALSE,"Savage","1965","Cynelos_euryodon",TRUE
NA,272080,"species","Hecubides_macrodon","Savage 1965",NA,272080,"species","Hecubides_macrodon","Cynelos","Hecubides","Chordata","Mammalia","Carnivora","Amphicyonidae","Cynelos",FALSE,"Savage","1965",FALSE,"Savage","1965","Cynelos_macrodon",TRUE
NA,470357,"species","Cynelos_rugosidens","Schlosser 1899",NA,470357,"species","Cynelos_rugosidens","Cynelos",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Cynelos",FALSE,"Schlosser","1899",FALSE,"Schlosser","1899","Cynelos_rugosidens",FALSE
NA,470356,"species","Cynelos_crassidens","Filhol 1874",NA,470356,"species","Cynelos_crassidens","Cynelos",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Cynelos",FALSE,"Filhol","1874",FALSE,"Filhol","1874","Cynelos_crassidens",FALSE
NA,470361,"species","Cynelos_quercensis","Ginsburg 1966",NA,470361,"species","Cynelos_quercensis","Cynelos",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Cynelos",FALSE,"Ginsburg","1966",FALSE,"Ginsburg","1966","Cynelos_quercensis",FALSE
NA,318420,"species","Cynelos_malasi","Hunt and Stepleton 2015",NA,318420,"species","Cynelos_malasi","Cynelos",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Cynelos",FALSE,"Hunt_Stepleton","2015",FALSE,"Hunt_Stepleton","2015","Cynelos_malasi",FALSE
NA,45450,"species","Cynelos_caroniavorus","(White 1942)",NA,45541,"species","Cynelos_caroniavorus","Cynelos",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Cynelos",TRUE,"White","1942",TRUE,"White","1942","Cynelos_caroniavorus",FALSE
"V",45541,"species","Daphoenus_caroniavorus","(White 1942)","recombined as",45541,"species","Cynelos_caroniavorus","Cynelos",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Cynelos",TRUE,"White","1942",TRUE,"White","1942","Cynelos_caroniavorus",FALSE
"V",43696,"species","Absonodaphoenus_bathygenus","(White 1947)","subjective synonym of",45541,"species","Cynelos_caroniavorus","Cynelos",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Cynelos",TRUE,"White","1947",TRUE,"White","1942","Cynelos_caroniavorus",FALSE
NA,49998,"species","Parictis_bathygenus","(White 1947)","subjective synonym of",45541,"species","Cynelos_caroniavorus","Cynelos",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Cynelos",TRUE,"White","1947",TRUE,"White","1942","Cynelos_caroniavorus",FALSE
NA,470355,"species","Cynelos_stenos","Hunt and Yatkola 2020",NA,470355,"species","Cynelos_stenos","Cynelos",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Cynelos",FALSE,"Hunt_Yatkola","2020",FALSE,"Hunt_Yatkola","2020","Cynelos_stenos",FALSE
NA,470358,"species","Cynelos_schlosseri","Dehm 1950",NA,470358,"species","Cynelos_schlosseri","Cynelos",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Cynelos",FALSE,"Dehm","1950",FALSE,"Dehm","1950","Cynelos_schlosseri",FALSE
"V",43999,"species","Amphicyon_sinapius","(Matthew 1902)","recombined as",43999,"species","Cynelos_sinapius","Cynelos",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Cynelos",TRUE,"Matthew","1902",TRUE,"Matthew","1902","Cynelos_sinapius",FALSE
NA,45452,"species","Cynelos_sinapius","(Matthew 1902)",NA,43999,"species","Cynelos_sinapius","Cynelos",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Cynelos",TRUE,"Matthew","1902",TRUE,"Matthew","1902","Cynelos_sinapius",FALSE
NA,43988,"species","Amphicyon_amnicola","(Matthew and Cook 1909)","subjective synonym of",43999,"species","Cynelos_sinapius","Cynelos",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Cynelos",TRUE,"Matthew_Cook","1909",TRUE,"Matthew","1902","Cynelos_sinapius",FALSE
"V",475199,"species","Pliocyon_amnicola","(Matthew and Cook 1909)","subjective synonym of",43999,"species","Cynelos_sinapius","Cynelos",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Cynelos",TRUE,"Matthew_Cook","1909",TRUE,"Matthew","1902","Cynelos_sinapius",FALSE
"V",374792,"species","Amphicyon_castellanus","(Fraile 1997)","recombined as",374792,"species","Magericyon_castellanus","Magericyon",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Magericyon",TRUE,"Fraile","1997",TRUE,"Fraile","1997","Magericyon_castellanus",FALSE
NA,374793,"species","Magericyon_castellanus","(Fraile 1997)",NA,374792,"species","Magericyon_castellanus","Magericyon",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Magericyon",TRUE,"Fraile","1997",TRUE,"Fraile","1997","Magericyon_castellanus",FALSE
NA,374791,"species","Magericyon_anceps","Peigné et al. 2008",NA,374791,"species","Magericyon_anceps","Magericyon",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Magericyon",FALSE,"Peigne_et-al","2008",FALSE,"Peigne_et-al","2008","Magericyon_anceps",FALSE
NA,50514,"species","Pliocyon_medius","Matthew 1918",NA,50514,"species","Pliocyon_medius","Pliocyon",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Pliocyon",FALSE,"Matthew","1918",FALSE,"Matthew","1918","Pliocyon_medius",FALSE
NA,50516,"species","Pliocyon_robustus","Berta and Galiano 1984",NA,50516,"species","Pliocyon_robustus","Pliocyon",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Pliocyon",FALSE,"Berta_Galiano","1984",FALSE,"Berta_Galiano","1984","Pliocyon_robustus",FALSE
"V",45774,"species","Dinocyon_ossifragus","(Douglass 1903)","recombined as",45774,"species","Pliocyon_ossifragus","Pliocyon",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Pliocyon",TRUE,"Douglass","1903",TRUE,"Douglass","1903","Pliocyon_ossifragus",FALSE
NA,50515,"species","Pliocyon_ossifragus","(Douglass 1903)",NA,45774,"species","Pliocyon_ossifragus","Pliocyon",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Pliocyon",TRUE,"Douglass","1903",TRUE,"Douglass","1903","Pliocyon_ossifragus",FALSE
"V",348910,"species","Amphicyon_minor","(Dehm 1935)","recombined as",348910,"species","Goupilictis_minor","Goupilictis",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Goupilictis",TRUE,"Dehm","1935",TRUE,"Dehm","1935","Goupilictis_minor",FALSE
NA,348911,"species","Goupilictis_minor","(Dehm 1935)",NA,348910,"species","Goupilictis_minor","Goupilictis",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Goupilictis",TRUE,"Dehm","1935",TRUE,"Dehm","1935","Goupilictis_minor",FALSE
"V",399776,"species","Cynelos_anubisi","(Morlo and Miller 2019)","recombined as",399776,"species","Mogharacyon_anubisi","Mogharacyon",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Mogharacyon",TRUE,"Morlo_Miller","2019",TRUE,"Morlo_Miller","2019","Mogharacyon_anubisi",FALSE
NA,471976,"species","Mogharacyon_anubisi","(Morlo and Miller 2019)",NA,399776,"species","Mogharacyon_anubisi","Mogharacyon",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Mogharacyon",TRUE,"Morlo_Miller","2019",TRUE,"Morlo_Miller","2019","Mogharacyon_anubisi",FALSE
"V",101703,"species","Ysengrinia_ginsburgi","(Morales et al. 1998)","recombined as",101703,"species","Namibiocyon_ginsburgi","Namibiocyon",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Namibiocyon",TRUE,"Morales_et-al","1998",TRUE,"Morales_et-al","1998","Namibiocyon_ginsburgi",FALSE
"V",379166,"species","Afrocyon_ginsburgi","(Morales et al. 1998)","recombined as",101703,"species","Namibiocyon_ginsburgi","Namibiocyon",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Namibiocyon",TRUE,"Morales_et-al","1998",TRUE,"Morales_et-al","1998","Namibiocyon_ginsburgi",FALSE
"V",399777,"species","Cynelos_ginsburgi","(Morales et al. 1998)","recombined as",101703,"species","Namibiocyon_ginsburgi","Namibiocyon",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Namibiocyon",TRUE,"Morales_et-al","1998",TRUE,"Morales_et-al","1998","Namibiocyon_ginsburgi",FALSE
NA,471974,"species","Namibiocyon_ginsburgi","(Morales et al. 1998)",NA,101703,"species","Namibiocyon_ginsburgi","Namibiocyon",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Namibiocyon",TRUE,"Morales_et-al","1998",TRUE,"Morales_et-al","1998","Namibiocyon_ginsburgi",FALSE
"V",97056,"species","Cynelos_macrodon","(Savage 1965)","recombined as",97056,"species","Afrocyon_macrodon","Afrocyon",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Afrocyon",TRUE,"Savage","1965",TRUE,"Savage","1965","Afrocyon_macrodon",FALSE
NA,379167,"species","Afrocyon_macrodon","(Savage 1965)",NA,97056,"species","Afrocyon_macrodon","Afrocyon",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Afrocyon",TRUE,"Savage","1965",TRUE,"Savage","1965","Afrocyon_macrodon",FALSE
NA,272018,"species","Afrocyon_burolleti","Arambourg 1961",NA,272018,"species","Afrocyon_burolleti","Afrocyon",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Afrocyon",FALSE,"Arambourg","1961",FALSE,"Arambourg","1961","Afrocyon_burolleti",FALSE
NA,64161,"species","Pseudocyon_steinheimensis","Fraas 1885",NA,64161,"species","Pseudocyon_steinheimensis","Pseudocyon",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Pseudocyon",FALSE,"Fraas","1885",FALSE,"Fraas","1885","Pseudocyon_steinheimensis",FALSE
NA,470440,"species","Pseudocyon_caucasicus","Gabunia 1973",NA,470440,"species","Pseudocyon_caucasicus","Pseudocyon",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Pseudocyon",FALSE,"Gabunia","1973",FALSE,"Gabunia","1973","Pseudocyon_caucasicus",FALSE
NA,97846,"species","Pseudocyon_sansaniensis","Lartet 1851",NA,97846,"species","Pseudocyon_sansaniensis","Pseudocyon",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Pseudocyon",FALSE,"Lartet","1851",FALSE,"Lartet","1851","Pseudocyon_sansaniensis",FALSE
NA,494080,"species","Tartarocyon_cazanavei","Solé et al. 2022",NA,494080,"species","Tartarocyon_cazanavei","Tartarocyon",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Tartarocyon",FALSE,"Sole_et-al","2022",FALSE,"Sole_et-al","2022","Tartarocyon_cazanavei",FALSE
NA,494769,"species","Amphicyon_ambiguus","Filhol 1877",NA,494769,"species","Amphicyon_ambiguus","Amphicyon",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Amphicyon",FALSE,"Filhol","1877",FALSE,"Filhol","1877","Amphicyon_ambiguus",FALSE
NA,43993,"species","Amphicyon_ingens","Matthew 1924",NA,43993,"species","Amphicyon_ingens","Amphicyon",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Amphicyon",FALSE,"Matthew","1924",FALSE,"Matthew","1924","Amphicyon_ingens",FALSE
NA,43991,"species","Amphicyon_frendens","Matthew 1924",NA,43991,"species","Amphicyon_frendens","Amphicyon",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Amphicyon",FALSE,"Matthew","1924",FALSE,"Matthew","1924","Amphicyon_frendens",FALSE
NA,43996,"species","Amphicyon_pontoni","Simpson 1930",NA,43996,"species","Amphicyon_pontoni","Amphicyon",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Amphicyon",FALSE,"Simpson","1930",FALSE,"Simpson","1930","Amphicyon_pontoni",FALSE
NA,454007,"species","Amphicyon_zhanxiangi","Jiangzuo et al. 2018",NA,454007,"species","Amphicyon_zhanxiangi","Amphicyon",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Amphicyon",FALSE,"Jiangzuo_et-al","2018",FALSE,"Jiangzuo_et-al","2018","Amphicyon_zhanxiangi",FALSE
NA,43997,"species","Amphicyon_reinheimeri","Cook 1926",NA,43997,"species","Amphicyon_reinheimeri","Amphicyon",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Amphicyon",FALSE,"Cook","1926",FALSE,"Cook","1926","Amphicyon_reinheimeri",FALSE
NA,43995,"species","Amphicyon_longiramus","White 1942",NA,43995,"species","Amphicyon_longiramus","Amphicyon",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Amphicyon",FALSE,"White","1942",FALSE,"White","1942","Amphicyon_longiramus",FALSE
NA,470352,"species","Amphicyon_laugnacensis","Ginsburg 1999",NA,470352,"species","Amphicyon_laugnacensis","Amphicyon",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Amphicyon",FALSE,"Ginsburg","1999",FALSE,"Ginsburg","1999","Amphicyon_laugnacensis",FALSE
