"pbdb_identified_no","pbdb_accepted_no","pbdb_identified_name","pbdb_difference","pbdb_accepted_name","pbdb_identified_rank","pbdb_accepted_rank","pbdb_accepted_attr","pbdb_phylum","pbdb_class","pbdb_order","pbdb_family","pbdb_genus","pbdb_subgenus_name","pbdb_subgenus_reso","pbdb_primary_reso","pbdb_species_reso","pbdb_phylum_no","pbdb_class_no","pbdb_order_no","pbdb_family_no","pbdb_genus_no","pbdb_subgenus_no","pbdb_internal_synonym","pbdb_genus_difference"
334746,334746,"Pachycynodon_n._sp._teilhardi","recombined as","Amphicynodon_teilhardi","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Amphicynodon",NA,NA,NA,"n. sp.",33815,36651,36905,41301,41307,NA,"Amphicynodon_teilhardi",FALSE
334747,334746,"Amphicynodon_teilhardi",NA,"Amphicynodon_teilhardi","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Amphicynodon",NA,NA,NA,NA,33815,36651,36905,41301,41307,NA,"Amphicynodon_teilhardi",FALSE
174691,174691,"Periptychus_n._sp._argentinus","recombined as","Properiptychus_argentinus","species","species",NA,"Chordata","Mammalia","Carnivora","Phocidae","Properiptychus",NA,NA,NA,"n. sp.",33815,36651,36905,41186,36946,NA,"Properiptychus_argentinus",FALSE
135882,135882,"Lutra_pontica","recombined as","Limnonyx_pontica","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Limnonyx",NA,NA,NA,NA,33815,36651,36905,41086,41120,NA,"Limnonyx_pontica",FALSE
156358,156358,"Sivaonyx_hessicus",NA,"Sivaonyx_hessicus","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Sivaonyx",NA,NA,NA,NA,33815,36651,36905,41086,41169,NA,"Sivaonyx_hessicus",FALSE
90201,90201,"Indarctos_arctoides",NA,"Indarctos_arctoides","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Indarctos",NA,NA,NA,NA,33815,36651,36905,41301,41315,NA,"Indarctos_arctoides",FALSE
348649,348649,"Felis_aff._prisca",NA,"Felis_prisca","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Felis",NA,NA,NA,"aff.",33815,36651,36905,41045,41055,NA,"Felis_prisca",FALSE
72219,72219,"n._gen._Acrophoca_n._sp._longirostris",NA,"Acrophoca_longirostris","species","species",NA,"Chordata","Mammalia","Carnivora","Phocidae","Acrophoca",NA,NA,"n. gen.","n. sp.",33815,36651,36905,41186,41187,NA,"Acrophoca_longirostris",FALSE
72218,72218,"n._gen._Piscophoca_n._sp._pacifica",NA,"Piscophoca_pacifica","species","species",NA,"Chordata","Mammalia","Carnivora","Phocidae","Piscophoca",NA,NA,"n. gen.","n. sp.",33815,36651,36905,41186,53276,NA,"Piscophoca_pacifica",FALSE
63641,63641,"Phoca_n._sp._wymani","recombined as","Monotherium_wymani","species","species",NA,"Chordata","Mammalia","Carnivora","Phocidae","Monotherium",NA,NA,NA,"n. sp.",33815,36651,36905,41186,36927,NA,"Monotherium_wymani",FALSE
69095,69095,"n._gen._Pontoleon_n._sp._magnus","recombined as","Pontolis_magnus","species","species",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Pontolis",NA,NA,"n. gen.","n. sp.",33815,36651,36905,41336,36942,NA,"Pontolis_magnus",FALSE
66318,72267,"Hemicaulodon_effodiens","subjective synonym of","Odobenus_rosmarus","species","species",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Odobenus",NA,NA,NA,NA,33815,36651,36905,41336,36931,NA,"Odobenus_rosmarus",FALSE
80725,104979,"Halichoerus_grypus",NA,"Halichoerus_grypus","species","species",NA,"Chordata","Mammalia","Carnivora","Phocidae","Halichoerus",NA,NA,NA,NA,33815,36651,36905,41186,72116,NA,"Halichoerus_grypus",FALSE
72005,72005,"Allodesmus_cf._kernensis",NA,"Allodesmus_kernensis","species","species",NA,"Chordata","Mammalia","Carnivora","Desmatophocidae","Allodesmus",NA,NA,NA,"cf.",33815,36651,36905,41334,36908,NA,"Allodesmus_kernensis",FALSE
104978,98704,"Erignathus_barbata","recombined as","Erignathus_barbatus","species","species",NA,"Chordata","Mammalia","Carnivora","Phocidae","Erignathus",NA,NA,NA,NA,33815,36651,36905,41186,53280,NA,"Erignathus_barbatus",FALSE
71855,71855,"n._gen._Valenictus_n._sp._imperialensis",NA,"Valenictus_imperialensis","species","species",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Valenictus",NA,NA,"n. gen.","n. sp.",33815,36651,36905,41336,71854,NA,"Valenictus_imperialensis",FALSE
71866,71866,"n._gen._Devinophoca_n._sp._claytoni",NA,"Devinophoca_claytoni","species","species",NA,"Chordata","Mammalia","Carnivora","Phocidae","Devinophoca",NA,NA,"n. gen.","n. sp.",33815,36651,36905,41186,71865,NA,"Devinophoca_claytoni",FALSE
71872,72005,"Allodesmus_n._sp._kelloggi","subjective synonym of","Allodesmus_kernensis","species","species",NA,"Chordata","Mammalia","Carnivora","Desmatophocidae","Allodesmus",NA,NA,NA,"n. sp.",33815,36651,36905,41334,36908,NA,"Allodesmus_kernensis",FALSE
71875,71875,"n._gen._Imagotaria_n._sp._downsi",NA,"Imagotaria_downsi","species","species",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Imagotaria",NA,NA,"n. gen.","n. sp.",33815,36651,36905,41336,36921,NA,"Imagotaria_downsi",FALSE
71857,71857,"Dusignathus_santacruzensis",NA,"Dusignathus_santacruzensis","species","species",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Dusignathus",NA,NA,NA,NA,33815,36651,36905,41336,36915,NA,"Dusignathus_santacruzensis",FALSE
71972,71972,"Callorhinus_n._sp._gilmorei",NA,"Callorhinus_gilmorei","species","species",NA,"Chordata","Mammalia","Carnivora","Otariidae","Callorhinus",NA,NA,NA,"n. sp.",33815,36651,36905,96678,36912,NA,"Callorhinus_gilmorei",FALSE
71972,71972,"Callorhinus_gilmorei",NA,"Callorhinus_gilmorei","species","species",NA,"Chordata","Mammalia","Carnivora","Otariidae","Callorhinus",NA,NA,NA,NA,33815,36651,36905,96678,36912,NA,"Callorhinus_gilmorei",FALSE
71880,71880,"Enaliarctos_n._sp._emlongi",NA,"Enaliarctos_emlongi","species","species",NA,"Chordata","Mammalia","Carnivora","NO_FAMILY_SPECIFIED","Enaliarctos",NA,NA,NA,"n. sp.",33815,36651,36905,NA,36916,NA,"Enaliarctos_emlongi",FALSE
71880,71880,"Enaliarctos_emlongi",NA,"Enaliarctos_emlongi","species","species",NA,"Chordata","Mammalia","Carnivora","NO_FAMILY_SPECIFIED","Enaliarctos",NA,NA,NA,NA,33815,36651,36905,NA,36916,NA,"Enaliarctos_emlongi",FALSE
71881,71881,"Enaliarctos_n._sp._barnesi",NA,"Enaliarctos_barnesi","species","species",NA,"Chordata","Mammalia","Carnivora","NO_FAMILY_SPECIFIED","Enaliarctos",NA,NA,NA,"n. sp.",33815,36651,36905,NA,36916,NA,"Enaliarctos_barnesi",FALSE
71882,71882,"Enaliarctos_n._sp._tedfordi",NA,"Enaliarctos_tedfordi","species","species",NA,"Chordata","Mammalia","Carnivora","NO_FAMILY_SPECIFIED","Enaliarctos",NA,NA,NA,"n. sp.",33815,36651,36905,NA,36916,NA,"Enaliarctos_tedfordi",FALSE
71917,71917,"n._gen._Kolponomos_n._sp._clallamensis",NA,"Kolponomos_clallamensis","species","species",NA,"Chordata","Mammalia","Carnivora","NO_FAMILY_SPECIFIED","Kolponomos",NA,NA,"n. gen.","n. sp.",33815,36651,36905,NA,41316,NA,"Kolponomos_clallamensis",FALSE
71918,71918,"Kolponomos_n._sp._newportensis",NA,"Kolponomos_newportensis","species","species",NA,"Chordata","Mammalia","Carnivora","NO_FAMILY_SPECIFIED","Kolponomos",NA,NA,NA,"n. sp.",33815,36651,36905,NA,41316,NA,"Kolponomos_newportensis",FALSE
71969,71969,"n._gen._Kawas_n._sp._benegasorum",NA,"Kawas_benegasorum","species","species",NA,"Chordata","Mammalia","Carnivora","Phocidae","Kawas",NA,NA,"n. gen.","n. sp.",33815,36651,36905,41186,71968,NA,"Kawas_benegasorum",FALSE
71883,71883,"Enaliarctos_mitchelli",NA,"Enaliarctos_mitchelli","species","species",NA,"Chordata","Mammalia","Carnivora","NO_FAMILY_SPECIFIED","Enaliarctos",NA,NA,NA,NA,33815,36651,36905,NA,36916,NA,"Enaliarctos_mitchelli",FALSE
71885,71885,"Pteronarctos_goedertae",NA,"Pteronarctos_goedertae","species","species",NA,"Chordata","Mammalia","Carnivora","NO_FAMILY_SPECIFIED","Pteronarctos",NA,NA,NA,NA,33815,36651,36905,NA,36950,NA,"Pteronarctos_goedertae",FALSE
71888,71888,"n._gen._Pacificotaria_n._sp._hadromma",NA,"Pacificotaria_hadromma","species","species",NA,"Chordata","Mammalia","Carnivora","NO_FAMILY_SPECIFIED","Pacificotaria",NA,NA,"n. gen.","n. sp.",33815,36651,36905,NA,71887,NA,"Pacificotaria_hadromma",FALSE
71978,71978,"n._gen._Pelagiarctos_n._sp._thomasi",NA,"Pelagiarctos_thomasi","species","species",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Pelagiarctos",NA,NA,"n. gen.","n. sp.",33815,36651,36905,41336,36935,NA,"Pelagiarctos_thomasi",FALSE
71978,71978,"Pelagiarctos_thomasi",NA,"Pelagiarctos_thomasi","species","species",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Pelagiarctos",NA,NA,NA,NA,33815,36651,36905,41336,36935,NA,"Pelagiarctos_thomasi",FALSE
71885,71885,"n._gen._Pteronarctos_n._sp._goedertae",NA,"Pteronarctos_goedertae","species","species",NA,"Chordata","Mammalia","Carnivora","NO_FAMILY_SPECIFIED","Pteronarctos",NA,NA,"n. gen.","n. sp.",33815,36651,36905,NA,36950,NA,"Pteronarctos_goedertae",FALSE
72268,72268,"Phoca_cf._vitulina",NA,"Phoca_vitulina","species","species",NA,"Chordata","Mammalia","Carnivora","Phocidae","Phoca",NA,NA,NA,"cf.",33815,36651,36905,41186,36936,NA,"Phoca_vitulina",FALSE
72007,72007,"n._gen._Pinnarctidion_n._sp._bishopi",NA,"Pinnarctidion_bishopi","species","species",NA,"Chordata","Mammalia","Carnivora","NO_FAMILY_SPECIFIED","Pinnarctidion",NA,NA,"n. gen.","n. sp.",33815,36651,36905,NA,36938,NA,"Pinnarctidion_bishopi",FALSE
71883,71883,"Enaliarctos_n._sp._mitchelli",NA,"Enaliarctos_mitchelli","species","species",NA,"Chordata","Mammalia","Carnivora","NO_FAMILY_SPECIFIED","Enaliarctos",NA,NA,NA,"n. sp.",33815,36651,36905,NA,36916,NA,"Enaliarctos_mitchelli",FALSE
72008,72008,"Desmatophoca_oregonensis",NA,"Desmatophoca_oregonensis","species","species",NA,"Chordata","Mammalia","Carnivora","Desmatophocidae","Desmatophoca",NA,NA,NA,NA,33815,36651,36905,41334,36914,NA,"Desmatophoca_oregonensis",FALSE
72009,72009,"Desmatophoca_n._sp._brachycephala",NA,"Desmatophoca_brachycephala","species","species",NA,"Chordata","Mammalia","Carnivora","Desmatophocidae","Desmatophoca",NA,NA,NA,"n. sp.",33815,36651,36905,41334,36914,NA,"Desmatophoca_brachycephala",FALSE
71886,71885,"Pteronarctos_n._sp._piersoni","subjective synonym of","Pteronarctos_goedertae","species","species",NA,"Chordata","Mammalia","Carnivora","NO_FAMILY_SPECIFIED","Pteronarctos",NA,NA,NA,"n. sp.",33815,36651,36905,NA,36950,NA,"Pteronarctos_goedertae",FALSE
72010,72010,"n._gen._Gomphotaria_n._sp._pugnax",NA,"Gomphotaria_pugnax","species","species",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Gomphotaria",NA,NA,"n. gen.","n. sp.",33815,36651,36905,41336,71859,NA,"Gomphotaria_pugnax",FALSE
72219,72219,"Acrophoca_longirostris",NA,"Acrophoca_longirostris","species","species",NA,"Chordata","Mammalia","Carnivora","Phocidae","Acrophoca",NA,NA,NA,NA,33815,36651,36905,41186,41187,NA,"Acrophoca_longirostris",FALSE
72218,72218,"Piscophoca_pacifica",NA,"Piscophoca_pacifica","species","species",NA,"Chordata","Mammalia","Carnivora","Phocidae","Piscophoca",NA,NA,NA,NA,33815,36651,36905,41186,53276,NA,"Piscophoca_pacifica",FALSE
72145,72145,"Prophoca_proxima","recombined as","Leptophoca_proxima","species","species",NA,"Chordata","Mammalia","Carnivora","Phocidae","Leptophoca",NA,NA,NA,NA,33815,36651,36905,41186,36923,NA,"Leptophoca_proxima",FALSE
72140,72140,"Phoca_vitulinoides","recombined as","Nanophoca_vitulinoides","species","species",NA,"Chordata","Mammalia","Carnivora","Phocidae","Nanophoca",NA,NA,NA,NA,33815,36651,36905,41186,356182,NA,"Nanophoca_vitulinoides",FALSE
72020,72020,"n._gen._Pliopedia_n._sp._pacifica",NA,"Pliopedia_pacifica","species","species",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Pliopedia",NA,NA,"n. gen.","n. sp.",33815,36651,36905,41336,36941,NA,"Pliopedia_pacifica",FALSE
72011,72011,"n._gen._Pithanotaria_n._sp._starri",NA,"Pithanotaria_starri","species","species",NA,"Chordata","Mammalia","Carnivora","Otariidae","Pithanotaria",NA,NA,"n. gen.","n. sp.",33815,36651,36905,96678,36939,NA,"Pithanotaria_starri",FALSE
72021,72021,"Aivukus_cedrosensis",NA,"Aivukus_cedrosensis","species","species",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Aivukus",NA,NA,NA,NA,33815,36651,36905,41336,36906,NA,"Aivukus_cedrosensis",FALSE
71986,71986,"n._gen._Prototaria_n._sp._primigena",NA,"Prototaria_primigena","species","species",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Prototaria",NA,NA,"n. gen.","n. sp.",33815,36651,36905,41336,36949,NA,"Prototaria_primigena",FALSE
72191,72191,"Prototaria_n._sp._planicephala",NA,"Prototaria_planicephala","species","species",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Prototaria",NA,NA,NA,"n. sp.",33815,36651,36905,41336,36949,NA,"Prototaria_planicephala",FALSE
72193,72193,"n._gen._Proneotherium_n._sp._repenningi",NA,"Proneotherium_repenningi","species","species",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Proneotherium",NA,NA,"n. gen.","n. sp.",33815,36651,36905,41336,72192,NA,"Proneotherium_repenningi",FALSE
72022,62927,"n._gen._Prorosmarus_n._sp._alleni","subjective synonym of","Ontocetus_emmonsi","species","species",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Ontocetus",NA,NA,"n. gen.","n. sp.",33815,36651,36905,41336,36786,NA,"Ontocetus_emmonsi",FALSE
72014,72014,"Thalassoleon_n._sp._macnallyae",NA,"Thalassoleon_macnallyae","species","species",NA,"Chordata","Mammalia","Carnivora","Otariidae","Thalassoleon",NA,NA,NA,"n. sp.",33815,36651,36905,96678,36951,NA,"Thalassoleon_macnallyae",FALSE
115087,62927,"Trichechus_huxleyi","subjective synonym of","Ontocetus_emmonsi","species","species",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Ontocetus",NA,NA,NA,NA,33815,36651,36905,41336,36786,NA,"Ontocetus_emmonsi",FALSE
72203,62927,"Trichechus_n._sp._antverpiensis","subjective synonym of","Ontocetus_emmonsi","species","species",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Ontocetus",NA,NA,NA,"n. sp.",33815,36651,36905,41336,36786,NA,"Ontocetus_emmonsi",FALSE
72205,72205,"n._gen._Harpagophagus_n._sp._sanguinensis",NA,"Harpagophagus_sanguinensis","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Harpagophagus",NA,NA,"n. gen.","n. sp.",33815,36651,36905,41266,41285,NA,"Harpagophagus_sanguinensis",FALSE
72206,72206,"n._gen._Adelpharctos_n._sp._mirus",NA,"Adelpharctos_mirus","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Adelpharctos",NA,NA,"n. gen.","n. sp.",33815,36651,36905,41301,41302,NA,"Adelpharctos_mirus",FALSE
72004,72004,"n._gen._Kamtschatarctos_n._sp._sinelnikovae",NA,"Kamtschatarctos_sinelnikovae","species","species",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Kamtschatarctos",NA,NA,"n. gen.","n. sp.",33815,36651,36905,41336,36922,NA,"Kamtschatarctos_sinelnikovae",FALSE
272019,272019,"Agnotherium_cf._antiquum",NA,"Agnotherium_antiquum","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Agnotherium",NA,NA,NA,"cf.",33815,36651,36905,41266,41269,NA,"Agnotherium_antiquum",FALSE
72210,72210,"Martes_n._sp._khelifensis",NA,"Martes_khelifensis","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Martes",NA,NA,NA,"n. sp.",33815,36651,36905,41086,41126,NA,"Martes_khelifensis",FALSE
72211,72211,"n._gen._Mellalictis_n._sp._mellalensis",NA,"Mellalictis_mellalensis","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Mellalictis",NA,NA,"n. gen.","n. sp.",33815,36651,36905,41086,41130,NA,"Mellalictis_mellalensis",FALSE
444085,444085,"Hyaenictis_graeca",NA,"Hyaenictis_graeca","species","species",NA,"Chordata","Mammalia","Carnivora","Hyaenidae","Hyaenictis",NA,NA,NA,NA,33815,36651,36905,41020,41025,NA,"Hyaenictis_graeca",FALSE
72216,72216,"Prionodelphis_capensis","recombined as","Homiphoca_capensis","species","species",NA,"Chordata","Mammalia","Carnivora","Phocidae","Homiphoca",NA,NA,NA,NA,33815,36651,36905,41186,53275,NA,"Homiphoca_capensis",FALSE
72287,72202,"Eumetopias_sinanoensis","recombined as","Allodesmus_sinanoensis","species","species",NA,"Chordata","Mammalia","Carnivora","Desmatophocidae","Allodesmus",NA,NA,NA,NA,33815,36651,36905,41334,36908,NA,"Allodesmus_sinanoensis",FALSE
72289,72202,"Allodesmus_n._sp._sadoensis","subjective synonym of","Allodesmus_sinanoensis","species","species",NA,"Chordata","Mammalia","Carnivora","Desmatophocidae","Allodesmus",NA,NA,NA,"n. sp.",33815,36651,36905,41334,36908,NA,"Allodesmus_sinanoensis",FALSE
72290,72202,"Allodesmus_n._sp._megallos","subjective synonym of","Allodesmus_sinanoensis","species","species",NA,"Chordata","Mammalia","Carnivora","Desmatophocidae","Allodesmus",NA,NA,NA,"n. sp.",33815,36651,36905,41334,36908,NA,"Allodesmus_sinanoensis",FALSE
72291,72005,"Allodesmus_n._sp._gracilis","subjective synonym of","Allodesmus_kernensis","species","species",NA,"Chordata","Mammalia","Carnivora","Desmatophocidae","Allodesmus",NA,NA,NA,"n. sp.",33815,36651,36905,41334,36908,NA,"Allodesmus_kernensis",FALSE
364749,364749,"Allodesmus_n._sp._demerei",NA,"Allodesmus_demerei","species","species",NA,"Chordata","Mammalia","Carnivora","Desmatophocidae","Allodesmus",NA,NA,NA,"n. sp.",33815,36651,36905,41334,36908,NA,"Allodesmus_demerei",FALSE
72282,72282,"n._gen._Protodobenus_n._sp._japonicus",NA,"Protodobenus_japonicus","species","species",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Protodobenus",NA,NA,"n. gen.","n. sp.",33815,36651,36905,41336,72281,NA,"Protodobenus_japonicus",FALSE
72334,72334,"n._gen._Messiphoca_n._sp._mauretanica",NA,"Messiphoca_mauretanica","species","species",NA,"Chordata","Mammalia","Carnivora","Phocidae","Messiphoca",NA,NA,"n. gen.","n. sp.",33815,36651,36905,41186,72119,NA,"Messiphoca_mauretanica",FALSE
72340,72015,"n._gen._Hydrarctos_n._sp._lomasiensis",NA,"Hydrarctos_lomasiensis","species","species",NA,"Chordata","Mammalia","Carnivora","Otariidae","Hydrarctos",NA,NA,"n. gen.","n. sp.",33815,36651,36905,96678,72111,NA,"Hydrarctos_lomasiensis",FALSE
77120,77120,"n._gen._Necromites_n._sp._nestoris",NA,"Necromites_nestoris","species","species",NA,"Chordata","Mammalia","Carnivora","Phocidae","Necromites",NA,NA,"n. gen.","n. sp.",33815,36651,36905,41186,36928,NA,"Necromites_nestoris",FALSE
444091,444091,"Hyaenictitherium_cf._hyaenoides",NA,"Hyaenictitherium_hyaenoides","species","species",NA,"Chordata","Mammalia","Carnivora","Hyaenidae","Hyaenictitherium",NA,NA,NA,"cf.",33815,36651,36905,41020,72177,NA,"Hyaenictitherium_hyaenoides",FALSE
374543,374543,"Machairodus_cf._giganteus",NA,"Machairodus_giganteus","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Machairodus",NA,NA,NA,"cf.",33815,36651,36905,41045,41059,NA,"Machairodus_giganteus",FALSE
72200,72200,"Otaria_cf._byronia",NA,"Otaria_byronia","species","species",NA,"Chordata","Mammalia","Carnivora","Otariidae","Otaria",NA,NA,NA,"cf.",33815,36651,36905,96678,36932,NA,"Otaria_byronia",FALSE
51618,51618,"Smilodon_populator",NA,"Smilodon_populator","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Smilodon",NA,NA,NA,NA,33815,36651,36905,41045,41079,NA,"Smilodon_populator",FALSE
260304,260304,"Dusicyon_cf._avus",NA,"Dusicyon_avus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Dusicyon",NA,NA,NA,"cf.",33815,36651,36905,41189,41209,NA,"Dusicyon_avus",FALSE
72016,72016,"Neophoca_n._sp._palatina",NA,"Neophoca_palatina","species","species",NA,"Chordata","Mammalia","Carnivora","Otariidae","Neophoca",NA,NA,NA,"n. sp.",33815,36651,36905,96678,36929,NA,"Neophoca_palatina",FALSE
72331,72331,"Eumetopias_n._sp._watasei","recombined as","Oriensarctos_watasei","species","species",NA,"Chordata","Mammalia","Carnivora","Otariidae","Oriensarctos",NA,NA,NA,"n. sp.",33815,36651,36905,96678,72026,NA,"Oriensarctos_watasei",FALSE
72199,98716,"Phocarctos_hookeri",NA,"Phocarctos_hookeri","species","species",NA,"Chordata","Mammalia","Carnivora","Otariidae","Phocarctos",NA,NA,NA,NA,33815,36651,36905,96678,71853,NA,"Phocarctos_hookeri",FALSE
80830,80830,"n._gen._Guangxicyon_n._sp._sinoamericanus",NA,"Guangxicyon_sinoamericanus","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Guangxicyon",NA,NA,"n. gen.","n. sp.",33815,36651,36905,41266,80829,NA,"Guangxicyon_sinoamericanus",FALSE
72338,72337,"Monachopsis_?_pontica",NA,"Monachopsis_pontica","species","species",NA,"Chordata","Mammalia","Carnivora","Phocidae","Monachopsis",NA,NA,"?",NA,33815,36651,36905,41186,72118,NA,"Monachopsis_pontica",FALSE
72338,72337,"Monachopsis_pontica",NA,"Monachopsis_pontica","species","species",NA,"Chordata","Mammalia","Carnivora","Phocidae","Monachopsis",NA,NA,NA,NA,33815,36651,36905,41186,72118,NA,"Monachopsis_pontica",FALSE
80676,80676,"Histriophoca_alekseevi",NA,"Histriophoca_alekseevi","species","species",NA,"Chordata","Mammalia","Carnivora","Phocidae","Histriophoca",NA,NA,NA,NA,33815,36651,36905,41186,72259,NA,"Histriophoca_alekseevi",FALSE
72336,72336,"Praepusa_pannonica",NA,"Praepusa_pannonica","species","species",NA,"Chordata","Mammalia","Carnivora","Phocidae","Praepusa",NA,NA,NA,NA,33815,36651,36905,41186,36944,NA,"Praepusa_pannonica",FALSE
72149,72145,"n._gen._Leptophoca_n._sp._lenis","subjective synonym of","Leptophoca_proxima","species","species",NA,"Chordata","Mammalia","Carnivora","Phocidae","Leptophoca",NA,NA,"n. gen.","n. sp.",33815,36651,36905,41186,36923,NA,"Leptophoca_proxima",FALSE
