"","now_accepted_sist_subclass_superorder","now_accepted_sist_order","now_accepted_sist_suborder_superfamily","now_accepted_sist_family","now_accepted_sist_subfamily_tribe","now_accepted_sist_genus","now_accepted_sist_epithet","now_accepted_name","now_accepted_rank"
"961","Eutheria","Carnivora","indet.","Mustelidae","indet.","Trochictis","artenensis","Trochictis_artenensis","Species"
"962","Eutheria","Carnivora","indet.","Mustelidae","Ischyrictini","Hoplictis","florancei","Hoplictis_florancei","Species"
"963","Eutheria","Carnivora","indet.","Ursidae","Hemicyoninae","Plithocyon","bruneti","Plithocyon_bruneti","Species"
"964","Eutheria","Carnivora","indet.","Mustelidae","indet.","Ischyrictis","indet.","Ischyrictis","Genus"
"965","Eutheria","Carnivora","indet.","Mustelidae","indet.","Trochictis","carbonaria","Trochictis_carbonaria","Species"
"966","Eutheria","Carnivora","Pinnipedia","Semantoridae","indet.","Potamotherium","miocenicum","Potamotherium_miocenicum","Species"
"967","Eutheria","Carnivora","indet.","indet.","indet.","Palaeogale","hyaenoides","Palaeogale_hyaenoides","Species"
"968","Eutheria","Carnivora","indet.","Mustelidae","indet.","Grivamephitis","meini","Grivamephitis_meini","Species"
"969","Eutheria","Carnivora","indet.","Mustelidae","indet.","Iberictis","buloti","Iberictis_buloti","Species"
"970","Eutheria","Carnivora","indet.","Ursidae","indet.","Ballusia","elmensis","Ballusia_elmensis","Species"
"971","Eutheria","Carnivora","indet.","Hyaenidae","indet.","Tongxinictis","primordialis","Tongxinictis_primordialis","Species"
"972","Eutheria","Carnivora","indet.","Hyaenidae","indet.","Protictitherium","llopisi","Protictitherium_llopisi","Species"
"973","Eutheria","Carnivora","indet.","Hyaenidae","indet.","Protictitherium","praecurrens","Protictitherium_praecurrens","Species"
"974","Eutheria","Carnivora","indet.","Mephitidae","indet.","Miomephitis","pilgrimi","Miomephitis_pilgrimi","Species"
"975","Eutheria","Carnivora","indet.","Mustelidae","indet.","Laphyctis","vorax","Laphyctis_vorax","Species"
"976","Eutheria","Carnivora","indet.","Mustelidae","indet.","Martes","laevidens","Martes_laevidens","Species"
"977","Eutheria","Carnivora","indet.","Mustelidae","indet.","Stromeriella","franconica","Stromeriella_franconica","Species"
"978","Eutheria","Carnivora","indet.","Procyonidae","indet.","Broiliana","nobilis","Broiliana_nobilis","Species"
"979","Eutheria","Carnivora","indet.","Procyonidae","indet.","Plesictis","vireti","Plesictis_vireti","Species"
"980","Eutheria","Carnivora","indet.","Mustelidae","Lutrinae","Vishnuonyx","neptuni","Vishnuonyx_neptuni","Species"
"981","Eutheria","Carnivora","indet.","Ursidae","Ailuropodinae","Agriarctos","beatrix","Agriarctos_beatrix","Species"
"982","Eutheria","Carnivora","indet.","Hyaenidae","indet.","Thalassictis","sarmatica","Thalassictis_sarmatica","Species"
"983","Eutheria","Carnivora","Pinnipedia","Phocidae","indet.","Phoca","maeotica","Phoca_maeotica","Species"
"984","Eutheria","Carnivora","Pinnipedia","Phocidae","indet.","Phoca","pontica","Phoca_pontica","Species"
"985","Eutheria","Carnivora","indet.","Hyaenidae","indet.","Tungurictis","spocki","Tungurictis_spocki","Species"
"986","Eutheria","Carnivora","indet.","Mustelidae","Lutrini","Mionictis","indet.","Mionictis","Genus"
"987","Eutheria","Carnivora","indet.","Percrocutidae","indet.","Percrocuta","tungurensis","Percrocuta_tungurensis","Species"
"988","Eutheria","Carnivora","indet.","Mustelidae","Leptarctinae","Leptarctus","neimenguensis","Leptarctus_neimenguensis","Species"
"989","Eutheria","Carnivora","indet.","Mustelidae","Ischyrictini","Sthenictis","neimengguensis","Sthenictis_neimengguensis","Species"
"990","Eutheria","Carnivora","indet.","Mustelidae","Oligobuninae","Aelurocyon","indet.","Aelurocyon","Genus"
"991","Eutheria","Carnivora","indet.","Mustelidae","Ischyrictini","Sthenictis","indet.","Sthenictis","Genus"
"992","Eutheria","Carnivora","indet.","indet.","indet.","Chaprongictis","phetchaburiensis","Chaprongictis_phetchaburiensis","Species"
"993","Eutheria","Carnivora","indet.","indet.","indet.","Ictidopappus","indet.","Ictidopappus","Genus"
"994","Eutheria","Carnivora","indet.","indet.","indet.","Ictidopappus","mustelinus","Ictidopappus_mustelinus","Species"
"995","Eutheria","Carnivora","indet.","Viverravidae","indet.","Bryanictis","microlestes","Bryanictis_microlestes","Species"
"996","Eutheria","Carnivora","indet.","Viverravidae","Didymictinae","Protictis","haydenianus","Protictis_haydenianus","Species"
"997","Eutheria","Carnivora","indet.","Viverravidae","indet.","Simpsonictis","tenuis","Simpsonictis_tenuis","Species"
"998","Eutheria","Carnivora","Musteloidea","indet.","indet.","Mustelictis","olivieri","Mustelictis_olivieri","Species"
"999","Eutheria","Carnivora","indet.","Nimravidae","Nimravinae","Nimravus","intermedius","Nimravus_intermedius","Species"
"1000","Eutheria","Carnivora","indet.","Ursidae","Hemicyoninae","Pachycynodon","filholi","Pachycynodon_filholi","Species"
"1001","Eutheria","Carnivora","indet.","Ursidae","Hemicyoninae","Pachycynodon","indet.","Pachycynodon","Genus"
"1002","Eutheria","Carnivora","indet.","indet.","indet.","Palaeogale","sectoria","Palaeogale_sectoria","Species"
"1003","Eutheria","Carnivora","indet.","indet.","indet.","Peignictis","pseudamphictis","Peignictis_pseudamphictis","Species"
"1004","Eutheria","Carnivora","indet.","Nimravidae","indet.","Dinailurictis","bonali","Dinailurictis_bonali","Species"
"1005","Eutheria","Carnivora","indet.","Nimravidae","indet.","Eofelis","edwarsii","Eofelis_edwarsii","Species"
"1006","Eutheria","Carnivora","indet.","Nimravidae","Nimravinae","Eusmilus","bidentatus","Eusmilus_bidentatus","Species"
"1007","Eutheria","Carnivora","indet.","Ursidae","Hemicyoninae","Pachycynodon","boriei","Pachycynodon_boriei","Species"
"1008","Eutheria","Carnivora","indet.","Ursidae","Hemicyoninae","Pachycynodon","crassirostris","Pachycynodon_crassirostris","Species"
"1009","Eutheria","Carnivora","indet.","Ursidae","Hemicyoninae","Pachycynodon","dubius","Pachycynodon_dubius","Species"
"1010","Eutheria","Carnivora","indet.","indet.","indet.","Palaeogale","dorothiae","Palaeogale_dorothiae","Species"
"1011","Eutheria","Carnivora","indet.","Nimravidae","Nimravinae","Eusmilus","olsontau","Eusmilus_olsontau","Species"
"1012","Eutheria","Carnivora","indet.","Nimravidae","Nimravinae","Nimravus","brachyops","Nimravus_brachyops","Species"
"1013","Eutheria","Carnivora","indet.","Nimravidae","Nimravinae","Pogonodon","eileenae","Pogonodon_eileenae","Species"
"1014","Eutheria","Carnivora","indet.","Nimravidae","Nimravinae","Pogonodon","platycopsis","Pogonodon_platycopsis","Species"
"1015","Eutheria","Carnivora","indet.","indet.","indet.","Palaeogale","fecunda","Palaeogale_fecunda","Species"
"1016","Eutheria","Carnivora","indet.","Procyonidae","indet.","Plesictis","stenoplesictoides","Plesictis_stenoplesictoides","Species"
"1017","Eutheria","Carnivora","Pinnipedia","Semantoridae","indet.","Potamotherium","valletoni","Potamotherium_valletoni","Species"
"1018","Eutheria","Carnivora","indet.","Stenoplesictidae","indet.","Stenogale","julieni","Stenogale_julieni","Species"
"1019","Eutheria","Carnivora","indet.","Mustelidae","Ischyrictini","Hoplictis","noueli","Hoplictis_noueli","Species"
"1020","Eutheria","Carnivora","indet.","Ursidae","indet.","Ballusia","hareni","Ballusia_hareni","Species"
"1021","Eutheria","Carnivora","indet.","Ursidae","Hemicyoninae","Hemicyon","gargan","Hemicyon_gargan","Species"
"1022","Eutheria","Carnivora","indet.","Ursidae","Hemicyoninae","Phoberocyon","aurelianensis","Phoberocyon_aurelianensis","Species"
"1023","Eutheria","Carnivora","indet.","Ursidae","Hemicyoninae","Phoberocyon","dehmi","Phoberocyon_dehmi","Species"
"1024","Eutheria","Carnivora","indet.","Ursidae","Ursinae","Ursavus","isorei","Ursavus_isorei","Species"
"1025","Eutheria","Carnivora","indet.","Procyonidae","indet.","Plesictis","humilidens","Plesictis_humilidens","Species"
"1026","Eutheria","Carnivora","indet.","Mustelidae","indet.","Plesiogale","angustifrons","Plesiogale_angustifrons","Species"
"1027","Eutheria","Carnivora","indet.","Ursidae","Hemicyoninae","Cephalogale","indet.","Cephalogale","Genus"
"1028","Eutheria","Carnivora","indet.","Ursidae","Hemicyoninae","Phoberocyon","hispanicus","Phoberocyon_hispanicus","Species"
"1029","Eutheria","Carnivora","indet.","Ursidae","Hemicyoninae","Hemicyon","hurzeleri","Hemicyon_hurzeleri","Species"
"1030","Eutheria","Carnivora","indet.","indet.","indet.","Palaeogale","indet.","Palaeogale","Genus"
"1031","Eutheria","Carnivora","indet.","Mustelidae","Mustelavinae","Acheronictis","webbi","Acheronictis_webbi","Species"
"1032","Eutheria","Carnivora","indet.","Mustelidae","indet.","Bathygale","lemanensis","Bathygale_lemanensis","Species"
"1033","Eutheria","Carnivora","indet.","Mustelidae","indet.","Paragale","huerzeleri","Paragale_huerzeleri","Species"
"1034","Eutheria","Carnivora","indet.","Procyonidae","indet.","Plesictis","julieni","Plesictis_julieni","Species"
"1035","Eutheria","Carnivora","indet.","Stenoplesictidae","indet.","Stenogale","brevidens","Stenogale_brevidens","Species"
"1036","Eutheria","Carnivora","indet.","Ursidae","Hemicyoninae","Cephalogale","gracile","Cephalogale_gracile","Species"
"1037","Eutheria","Carnivora","indet.","Ursidae","Hemicyoninae","Phoberogale","depereti","Phoberogale_depereti","Species"
"1038","Eutheria","Carnivora","indet.","Procyonidae","indet.","Plesictis","laugnacensis","Plesictis_laugnacensis","Species"
"1039","Eutheria","Carnivora","indet.","Procyonidae","indet.","Plesictis","palustris","Plesictis_palustris","Species"
"1040","Eutheria","Carnivora","indet.","indet.","indet.","Palaeogale","minutus","Palaeogale_minutus","Species"
"1041","Eutheria","Carnivora","indet.","Mustelidae","Oligobuninae","Paroligobunis","frazieri","Paroligobunis_frazieri","Species"
"1042","Eutheria","Carnivora","indet.","Mustelidae","Mustelavinae","Arikarictis","chapini","Arikarictis_chapini","Species"
"1043","Eutheria","Carnivora","indet.","indet.","indet.","Palaeogale","praehyaenoides","Palaeogale_praehyaenoides","Species"
"1044","Eutheria","Carnivora","indet.","indet.","indet.","Palaeogale","sanguinarius","Palaeogale_sanguinarius","Species"
"1045","Eutheria","Carnivora","indet.","Nimravidae","Nimravinae","Dinictis","felina","Dinictis_felina","Species"
"1046","Eutheria","Carnivora","indet.","Nimravidae","Nimravinae","Hoplophoneus","primaevus","Hoplophoneus_primaevus","Species"
"1047","Eutheria","Carnivora","indet.","Ursidae","Amphicynodontinae","Parictis","indet.","Parictis","Genus"
"1048","Eutheria","Carnivora","indet.","Mustelidae","Mustelavinae","Mustelavus","indet.","Mustelavus","Genus"
"1049","Eutheria","Carnivora","indet.","Nimravidae","Nimravinae","Dinictis","indet.","Dinictis","Genus"
"1050","Eutheria","Carnivora","indet.","Nimravidae","Nimravinae","Hoplophoneus","occidentalis","Hoplophoneus_occidentalis","Species"
"1051","Eutheria","Carnivora","indet.","Ursidae","Amphicynodontinae","Parictis","dakotensis","Parictis_dakotensis","Species"
"1052","Eutheria","Carnivora","indet.","Ursidae","Amphicynodontinae","Parictis","gilpini","Parictis_gilpini","Species"
"1053","Eutheria","Carnivora","indet.","Ursidae","Amphicynodontinae","Parictis","parvus","Parictis_parvus","Species"
"1054","Eutheria","Carnivora","indet.","Mustelidae","Oligobuninae","Promartes","lepidus","Promartes_lepidus","Species"
"1055","Eutheria","Carnivora","indet.","Nimravidae","Nimravinae","Hoplophoneus","mentalis","Hoplophoneus_mentalis","Species"
"1056","Eutheria","Carnivora","indet.","Ursidae","Amphicynodontinae","Parictis","montanus","Parictis_montanus","Species"
"1057","Eutheria","Carnivora","indet.","Stenoplesictidae","indet.","Stenogale","gracilis","Stenogale_gracilis","Species"
"1058","Eutheria","Carnivora","indet.","Procyonidae","indet.","Plesictis","genetoides","Plesictis_genetoides","Species"
"1059","Eutheria","Carnivora","indet.","Procyonidae","indet.","Plesictis","pygmaeus","Plesictis_pygmaeus","Species"
"1060","Eutheria","Carnivora","indet.","Ursidae","Hemicyoninae","Cephalogale","bonali","Cephalogale_bonali","Species"
"1061","Eutheria","Carnivora","indet.","Ursidae","Hemicyoninae","Cephalogale","brevirostris","Cephalogale_brevirostris","Species"
"1062","Eutheria","Carnivora","indet.","Stenoplesictidae","indet.","Shandgolictis","elegans","Shandgolictis_elegans","Species"
"1063","Eutheria","Carnivora","indet.","indet.","indet.","indet.","indet.","indet.","Order"
"1064","Eutheria","Carnivora","indet.","indet.","indet.","indet.","indet.","indet.","Order"
"1065","Eutheria","Carnivora","Feliformia","indet.","indet.","indet.","indet.","indet.","Suborder_Superfamily"
"1066","Eutheria","Carnivora","Musteloidea","indet.","indet.","indet.","indet.","indet.","Suborder_Superfamily"
"1067","Eutheria","Carnivora","Ursoidea","indet.","indet.","indet.","indet.","indet.","Suborder_Superfamily"
"1068","Eutheria","Carnivora","indet.","Mustelidae","indet.","Buisnictis","schoffi","Buisnictis_schoffi","Species"
"1069","Eutheria","Carnivora","indet.","Mustelidae","indet.","Martinogale","alveodens","Martinogale_alveodens","Species"
"1070","Eutheria","Carnivora","indet.","Mustelidae","Ischyrictini","Plesiogulo","lindsayi","Plesiogulo_lindsayi","Species"
"1071","Eutheria","Carnivora","indet.","Mustelidae","Taxidiini","Pliotaxidea","garberi","Pliotaxidea_garberi","Species"
"1072","Eutheria","Carnivora","indet.","Mustelidae","Galictini","Sminthosinis","indet.","Sminthosinis","Genus"
"1073","Eutheria","Carnivora","indet.","Mephitidae","Mephitini","Spilogale","microdens","Spilogale_microdens","Species"
"1074","Eutheria","Carnivora","indet.","Procyonidae","Procyoninae","Nasua","pronarica","Nasua_pronarica","Species"
"1075","Eutheria","Carnivora","indet.","Mephitidae","Mephitini","Conepatus","chinga","Conepatus_chinga","Species"
"1076","Eutheria","Carnivora","indet.","Mustelidae","indet.","Eira","indet.","Eira","Genus"
"1077","Eutheria","Carnivora","indet.","Mustelidae","indet.","Galictis","indet.","Galictis","Genus"
"1078","Eutheria","Carnivora","indet.","Ursidae","indet.","Arctotherium","angustidens","Arctotherium_angustidens","Species"
"1079","Eutheria","Carnivora","indet.","Ursidae","indet.","Arctotherium","tarijense","Arctotherium_tarijense","Species"
"1080","Eutheria","Carnivora","indet.","Ursidae","indet.","Arctotherium","wingei","Arctotherium_wingei","Species"
"1081","Eutheria","Carnivora","indet.","Mephitidae","Mephitini","Conepatus","leuconotus","Conepatus_leuconotus","Species"
"1082","Eutheria","Carnivora","indet.","Mephitidae","Mephitini","Spilogale","putorius","Spilogale_putorius","Species"
"1083","Eutheria","Carnivora","indet.","Procyonidae","Procyoninae","Procyon","lotor","Procyon_lotor","Species"
"1084","Eutheria","Carnivora","indet.","Mephitidae","Mephitini","indet.","indet.","indet.","Subfamily_tribe"
"1085","Eutheria","Carnivora","indet.","Ursidae","Tremarctini","Plionarctos","edensis","Plionarctos_edensis","Species"
"1086","Eutheria","Carnivora","indet.","Mustelidae","Lutrini","Enhydritherium","terraenovae","Enhydritherium_terraenovae","Species"
"1087","Eutheria","Carnivora","indet.","Mustelidae","indet.","Martinogale","indet.","Martinogale","Genus"
"1088","Eutheria","Carnivora","indet.","Mustelidae","Ischyrictini","Plesiogulo","marshalli","Plesiogulo_marshalli","Species"
"1089","Eutheria","Carnivora","indet.","Procyonidae","Procyoninae","Arctonasua","eurybates","Arctonasua_eurybates","Species"
"1090","Eutheria","Carnivora","indet.","Procyonidae","Procyoninae","Nasua","indet.","Nasua","Genus"
"1091","Eutheria","Carnivora","indet.","Ursidae","Ursinae","Agriotherium","schneideri","Agriotherium_schneideri","Species"
"1092","Eutheria","Carnivora","indet.","Procyonidae","Procyoninae","Bassariscus","indet.","Bassariscus","Genus"
"1093","Eutheria","Carnivora","indet.","Mephitidae","Mephitini","Mephitis","mephitis","Mephitis_mephitis","Species"
"1094","Eutheria","Carnivora","indet.","Mustelidae","Lutrini","Lartetictis","dubia","Lartetictis_dubia","Species"
"1095","Eutheria","Carnivora","indet.","Mephitidae","Mephitini","Pliogale","furlongi","Pliogale_furlongi","Species"
"1096","Eutheria","Carnivora","indet.","Mustelidae","Taxidiini","Pliotaxidea","nevadensis","Pliotaxidea_nevadensis","Species"
"1097","Eutheria","Carnivora","indet.","Mustelidae","indet.","Lutravus","halli","Lutravus_halli","Species"
"1098","Eutheria","Carnivora","indet.","Mephitidae","Mephitini","Pliogale","indet.","Pliogale","Genus"
"1099","Eutheria","Carnivora","indet.","Mustelidae","Oligobuninae","Brachypsalis","hyaenoides","Brachypsalis_hyaenoides","Species"
"1100","Eutheria","Carnivora","indet.","Mustelidae","Oligobuninae","Brachypsalis","pachycephalus","Brachypsalis_pachycephalus","Species"
"1101","Eutheria","Carnivora","indet.","Mustelidae","Leptarctinae","Leptarctus","primus","Leptarctus_primus","Species"
"1102","Eutheria","Carnivora","indet.","Mustelidae","indet.","Miomustela","madisonae","Miomustela_madisonae","Species"
"1103","Eutheria","Carnivora","indet.","Mustelidae","Ischyrictini","Plionictis","ogygia","Plionictis_ogygia","Species"
"1104","Eutheria","Carnivora","indet.","Mustelidae","Ischyrictini","Sthenictis","robustus","Sthenictis_robustus","Species"
"1105","Eutheria","Carnivora","indet.","Procyonidae","Procyoninae","Bassariscus","parvus","Bassariscus_parvus","Species"
"1106","Eutheria","Carnivora","indet.","Mephitidae","Mephitini","Pliogale","manka","Pliogale_manka","Species"
"1107","Eutheria","Carnivora","indet.","Ursidae","Hemicyoninae","Hemicyon","barbouri","Hemicyon_barbouri","Species"
"1108","Eutheria","Carnivora","indet.","Mephitidae","indet.","Promephitis","gaudryi","Promephitis_gaudryi","Species"
"1109","Eutheria","Carnivora","indet.","Mephitidae","indet.","Promephitis","maxima","Promephitis_maxima","Species"
"1110","Eutheria","Carnivora","indet.","Mustelidae","Galictini","Trigonictis","cooki","Trigonictis_cooki","Species"
"1111","Eutheria","Carnivora","indet.","Mustelidae","indet.","Mustela","frenata","Mustela_frenata","Species"
"1112","Eutheria","Carnivora","indet.","Mustelidae","indet.","Lutra","canadensis","Lutra_canadensis","Species"
"1113","Eutheria","Carnivora","indet.","Mustelidae","Ischyrictini","Canimartes","cumminsi","Canimartes_cumminsi","Species"
"1114","Eutheria","Carnivora","indet.","Miacidae","indet.","indet.","indet.","indet.","Family"
"1115","Eutheria","Carnivora","indet.","Viverravidae","Didymictinae","Protictis","paralus","Protictis_paralus","Species"
"1116","Eutheria","Carnivora","indet.","Miacidae","indet.","Messelogale","kessleri","Messelogale_kessleri","Species"
"1117","Eutheria","Carnivora","indet.","Miacidae","indet.","Paroodectes","feisti","Paroodectes_feisti","Species"
"1118","Eutheria","Carnivora","indet.","Miacidae","indet.","Miacis","australis","Miacis_australis","Species"
"1119","Eutheria","Carnivora","indet.","Miacidae","indet.","Miacis","cognitus","Miacis_cognitus","Species"
"1120","Eutheria","Carnivora","indet.","Miacidae","indet.","Miacis","deutschi","Miacis_deutschi","Species"
"1121","Eutheria","Carnivora","indet.","Miacidae","indet.","Miacis","exiguus","Miacis_exiguus","Species"
"1122","Eutheria","Carnivora","indet.","Miacidae","indet.","Miacis","winkleri","Miacis_winkleri","Species"
"1123","Eutheria","Carnivora","indet.","Miacidae","indet.","Uintacyon","massetericus","Uintacyon_massetericus","Species"
"1124","Eutheria","Carnivora","indet.","Miacidae","indet.","Uintacyon","rudis","Uintacyon_rudis","Species"
"1125","Eutheria","Carnivora","indet.","Miacidae","indet.","Vulpavus","australis","Vulpavus_australis","Species"
"1126","Eutheria","Carnivora","indet.","Viverravidae","indet.","Didymictis","protenus","Didymictis_protenus","Species"
"1127","Eutheria","Carnivora","indet.","Viverravidae","indet.","Viverravus","acutus","Viverravus_acutus","Species"
"1128","Eutheria","Carnivora","indet.","Miacidae","indet.","Oodectes","herpestoides","Oodectes_herpestoides","Species"
"1129","Eutheria","Carnivora","indet.","Miacidae","indet.","Uintacyon","asodes","Uintacyon_asodes","Species"
"1130","Eutheria","Carnivora","indet.","Miacidae","indet.","Vassacyon","promicrodon","Vassacyon_promicrodon","Species"
"1131","Eutheria","Carnivora","indet.","Miacidae","indet.","Vulpavus","canavus","Vulpavus_canavus","Species"
"1132","Eutheria","Carnivora","indet.","Viverravidae","indet.","Didymictis","altidens","Didymictis_altidens","Species"
"1133","Eutheria","Carnivora","indet.","Viverravidae","indet.","Didymictis","indet.","Didymictis","Genus"
"1134","Eutheria","Carnivora","indet.","Miacidae","indet.","Miacis","petilus","Miacis_petilus","Species"
"1135","Eutheria","Carnivora","indet.","Miacidae","indet.","Miacis","latidens","Miacis_latidens","Species"
"1136","Eutheria","Carnivora","indet.","Miacidae","indet.","Miacis","jepseni","Miacis_jepseni","Species"
"1137","Eutheria","Carnivora","indet.","Miacidae","indet.","Miacis","parvivorus","Miacis_parvivorus","Species"
"1138","Eutheria","Carnivora","indet.","Miacidae","indet.","Oodectes","indet.","Oodectes","Genus"
"1139","Eutheria","Carnivora","indet.","Miacidae","indet.","Vassacyon","indet.","Vassacyon","Genus"
"1140","Eutheria","Carnivora","indet.","Miacidae","indet.","Miacis","exilis","Miacis_exilis","Species"
"1141","Eutheria","Carnivora","indet.","Miacidae","indet.","Miacis","gracilis","Miacis_gracilis","Species"
"1142","Eutheria","Carnivora","indet.","Miacidae","indet.","Miacis","uintensis","Miacis_uintensis","Species"
"1143","Eutheria","Carnivora","indet.","Miacidae","indet.","Procynodictis","vulpiceps","Procynodictis_vulpiceps","Species"
"1144","Eutheria","Carnivora","indet.","Miacidae","indet.","Prodaphaenus","scotti","Prodaphaenus_scotti","Species"
"1145","Eutheria","Carnivora","indet.","Miacidae","indet.","Tapocyon","robustus","Tapocyon_robustus","Species"
"1146","Eutheria","Carnivora","indet.","Miacidae","indet.","Miacis","hargeri","Miacis_hargeri","Species"
"1147","Eutheria","Carnivora","indet.","Miacidae","indet.","Miacis","sylvestris","Miacis_sylvestris","Species"
"1148","Eutheria","Carnivora","indet.","Miacidae","indet.","Palaearctonyx","meadi","Palaearctonyx_meadi","Species"
"1149","Eutheria","Carnivora","indet.","Miacidae","indet.","Uintacyon","bathygnathus","Uintacyon_bathygnathus","Species"
"1150","Eutheria","Carnivora","indet.","Miacidae","indet.","Uintacyon","edax","Uintacyon_edax","Species"
"1151","Eutheria","Carnivora","indet.","Miacidae","indet.","Uintacyon","jugulans","Uintacyon_jugulans","Species"
"1152","Eutheria","Carnivora","indet.","Miacidae","indet.","Uintacyon","major","Uintacyon_major","Species"
"1153","Eutheria","Carnivora","indet.","Miacidae","indet.","Uintacyon","vorax","Uintacyon_vorax","Species"
"1154","Eutheria","Carnivora","indet.","Miacidae","indet.","Vulpavus","ovatus","Vulpavus_ovatus","Species"
"1155","Eutheria","Carnivora","indet.","Miacidae","indet.","Vulpavus","palustris","Vulpavus_palustris","Species"
"1156","Eutheria","Carnivora","indet.","Miacidae","indet.","Vulpavus","profectus","Vulpavus_profectus","Species"
"1157","Eutheria","Carnivora","indet.","Miacidae","indet.","Miacis","hookwayi","Miacis_hookwayi","Species"
"1158","Eutheria","Carnivora","indet.","Miacidae","indet.","Procynodictis","progressus","Procynodictis_progressus","Species"
"1159","Eutheria","Carnivora","indet.","Miacidae","indet.","Miacis","indet.","Miacis","Genus"
"1160","Eutheria","Carnivora","indet.","Miacidae","indet.","Tapocyon","indet.","Tapocyon","Genus"
"1161","Eutheria","Carnivora","indet.","Miacidae","indet.","Uintacyon","indet.","Uintacyon","Genus"
"1162","Eutheria","Carnivora","indet.","Miacidae","indet.","Vulpavus","indet.","Vulpavus","Genus"
"1163","Eutheria","Carnivora","indet.","Miacidae","indet.","Miacis","latouri","Miacis_latouri","Species"
"1164","Eutheria","Carnivora","indet.","Miacidae","indet.","Miacis","medius","Miacis_medius","Species"
"1165","Eutheria","Carnivora","indet.","Miacidae","indet.","Miacis","washakius","Miacis_washakius","Species"
"1166","Eutheria","Carnivora","indet.","Miacidae","indet.","Uintacyon","pugnax","Uintacyon_pugnax","Species"
"1167","Eutheria","Carnivora","indet.","Miacidae","indet.","Vulpavus","farsonensis","Vulpavus_farsonensis","Species"
